"","id.name","count","id","cost.usdph","read.cache.load","read.cache.mem","read.cache.sto","read.cache.s3","read.spool.mem","read.spool.sto","read.spool.s3","rw.mem","rw.sto","rw.s3","rw.xchg","stat.read.spool","stat.read.work","time.cpu","time.mem","time.sto","time.s3","time.xchg","time.load","stat.time.sum","stat.time.max","stat.time.period","stat.elas.s3bw","stat.elas.effi","stat.elas.scan","stat.price.sum","stat.price.max","stat.price.period","rank","param.cpuh","param.scanned","param.cache.skew","param.spool.skew","param.spool.frac","param.do.split"
"488","i3.16xlarge",1,"i3.16xlarge/1",4.992,0,64,0,0,19,0,0,102,0,0,0,19,64,112.5,2.04,0,0,0,0,114.54,112.5,86400,2.5,1,64,0.1588288,0.156,119.808,13,1,64,0.001,0.001,0.3,FALSE
"489","inf1.24xlarge",1,"inf1.24xlarge/1",7.615,0,64,0,0,19,0,0,102,0,0,0,19,64,75,2.04,0,0,0,0,77.04,75,86400,10,1,64,0.162961,0.158645833333333,182.76,14,1,64,0.001,0.001,0.3,FALSE
"490","r5dn.24xlarge",1,"r5dn.24xlarge/1",8.016,0,64,0,0,19,0,0,102,0,0,0,19,64,75,2.04,0,0,0,0,77.04,75,86400,10,1,64,0.1715424,0.167,192.384,15,1,64,0.001,0.001,0.3,FALSE
"491","z1d.12xlarge",1,"z1d.12xlarge/1",4.464,0,64,0,0,19,0,0,102,0,0,0,19,64,150,2.04,0,0,0,0,152.04,150,86400,2.5,1,64,0.1885296,0.186,107.136,16,1,64,0.001,0.001,0.3,FALSE
"492","x1.32xlarge",1,"x1.32xlarge/1",13.338,0,64,0,0,19,0,0,102,0,0,0,19,64,56.25,2.04,0,0,0,0,58.29,56.25,86400,2.5,1,64,0.21596445,0.20840625,320.112,17,1,64,0.001,0.001,0.3,FALSE
"493","i3en.24xlarge",1,"i3en.24xlarge/1",10.848,0,64,0,0,19,0,0,102,0,0,0,19,64,75,2.04,0,0,0,0,77.04,75,86400,10,1,64,0.2321472,0.226,260.352,18,1,64,0.001,0.001,0.3,FALSE
"494","x1e.32xlarge",1,"x1e.32xlarge/1",26.688,0,64,0,0,19,0,0,102,0,0,0,19,64,56.25,2.04,0,0,0,0,58.29,56.25,86400,2.5,1,64,0.4321232,0.417,640.512,19,1,64,0.001,0.001,0.3,FALSE
"495","c5.24xlarge",1,"c5.24xlarge/1",4.08,0,64,0,0,26,0,0,116,0,0,0,26,64,75,2.32,0,0,0,0,77.32,75,86400,2.5,1,64,0.0876293333333333,0.085,97.92,1,1,64,0.001,0.001,0.4,FALSE
"496","c5d.24xlarge",1,"c5d.24xlarge/1",4.608,0,64,0,0,26,0,0,116,0,0,0,26,64,75,2.32,0,0,0,0,77.32,75,86400,2.5,1,64,0.0989696,0.096,110.592,2.5,1,64,0.001,0.001,0.4,FALSE
"497","m5.24xlarge",1,"m5.24xlarge/1",4.608,0,64,0,0,26,0,0,116,0,0,0,26,64,75,2.32,0,0,0,0,77.32,75,86400,2.5,1,64,0.0989696,0.096,110.592,2.5,1,64,0.001,0.001,0.4,FALSE
"498","c5n.18xlarge",1,"c5n.18xlarge/1",3.888,0,64,0,0,26,0,0,116,0,0,0,26,64,100,2.32,0,0,0,0,102.32,100,86400,10,1,64,0.1105056,0.108,93.312,4,1,64,0.001,0.001,0.4,FALSE
"499","m5d.24xlarge",1,"m5d.24xlarge/1",5.424,0,64,0,0,26,0,0,116,0,0,0,26,64,75,2.32,0,0,0,0,77.32,75,86400,2.5,1,64,0.116495466666667,0.113,130.176,5,1,64,0.001,0.001,0.4,FALSE
"500","h1.16xlarge",1,"h1.16xlarge/1",3.744,0,64,0,0,26,0,0,116,0,0,0,26,64,112.5,2.32,0,0,0,0,114.82,112.5,86400,2.5,1,64,0.1194128,0.117,89.856,6,1,64,0.001,0.001,0.4,FALSE
"501","m5n.24xlarge",1,"m5n.24xlarge/1",5.712,0,64,0,0,26,0,0,116,0,0,0,26,64,75,2.32,0,0,0,0,77.32,75,86400,10,1,64,0.122681066666667,0.119,137.088,7,1,64,0.001,0.001,0.4,FALSE
"502","r5.24xlarge",1,"r5.24xlarge/1",6.048,0,64,0,0,26,0,0,116,0,0,0,26,64,75,2.32,0,0,0,0,77.32,75,86400,2.5,1,64,0.1298976,0.126,145.152,8,1,64,0.001,0.001,0.4,FALSE
"503","r4.16xlarge",1,"r4.16xlarge/1",4.256,0,64,0,0,26,0,0,116,0,0,0,26,64,112.5,2.32,0,0,0,0,114.82,112.5,86400,2.5,1,64,0.135742755555556,0.133,102.144,9,1,64,0.001,0.001,0.4,FALSE
"504","m5dn.24xlarge",1,"m5dn.24xlarge/1",6.528,0,64,0,0,26,0,0,116,0,0,0,26,64,75,2.32,0,0,0,0,77.32,75,86400,10,1,64,0.140206933333333,0.136,156.672,10,1,64,0.001,0.001,0.4,FALSE
"505","r5d.24xlarge",1,"r5d.24xlarge/1",6.912,0,64,0,0,26,0,0,116,0,0,0,26,64,75,2.32,0,0,0,0,77.32,75,86400,2.5,1,64,0.1484544,0.144,165.888,11,1,64,0.001,0.001,0.4,FALSE
"506","r5n.24xlarge",1,"r5n.24xlarge/1",7.152,0,64,0,0,26,0,0,116,0,0,0,26,64,75,2.32,0,0,0,0,77.32,75,86400,10,1,64,0.153609066666667,0.149,171.648,12,1,64,0.001,0.001,0.4,FALSE
"507","i3.16xlarge",1,"i3.16xlarge/1",4.992,0,64,0,0,26,0,0,116,0,0,0,26,64,112.5,2.32,0,0,0,0,114.82,112.5,86400,2.5,1,64,0.159217066666667,0.156,119.808,13,1,64,0.001,0.001,0.4,FALSE
"508","inf1.24xlarge",1,"inf1.24xlarge/1",7.615,0,64,0,0,26,0,0,116,0,0,0,26,64,75,2.32,0,0,0,0,77.32,75,86400,10,1,64,0.163553277777778,0.158645833333333,182.76,14,1,64,0.001,0.001,0.4,FALSE
"509","r5dn.24xlarge",1,"r5dn.24xlarge/1",8.016,0,64,0,0,26,0,0,116,0,0,0,26,64,75,2.32,0,0,0,0,77.32,75,86400,10,1,64,0.172165866666667,0.167,192.384,15,1,64,0.001,0.001,0.4,FALSE
"510","z1d.12xlarge",1,"z1d.12xlarge/1",4.464,0,64,0,0,26,0,0,116,0,0,0,26,64,150,2.32,0,0,0,0,152.32,150,86400,2.5,1,64,0.1888768,0.186,107.136,16,1,64,0.001,0.001,0.4,FALSE
"511","x1.32xlarge",1,"x1.32xlarge/1",13.338,0,64,0,0,26,0,0,116,0,0,0,26,64,56.25,2.32,0,0,0,0,58.57,56.25,86400,2.5,1,64,0.21700185,0.20840625,320.112,17,1,64,0.001,0.001,0.4,FALSE
"512","i3en.24xlarge",1,"i3en.24xlarge/1",10.848,0,64,0,0,26,0,0,116,0,0,0,26,64,75,2.32,0,0,0,0,77.32,75,86400,10,1,64,0.232990933333333,0.226,260.352,18,1,64,0.001,0.001,0.4,FALSE
"513","x1e.32xlarge",1,"x1e.32xlarge/1",26.688,0,64,0,0,26,0,0,116,0,0,0,26,64,56.25,2.32,0,0,0,0,58.57,56.25,86400,2.5,1,64,0.434198933333333,0.417,640.512,19,1,64,0.001,0.001,0.4,FALSE
"514","c5.24xlarge",1,"c5.24xlarge/1",4.08,0,64,0,0,32,0,0,128,0,0,0,32,64,75,2.56,0,0,0,0,77.56,75,86400,2.5,1,64,0.0879013333333333,0.085,97.92,1,1,64,0.001,0.001,0.5,FALSE
"515","c5d.24xlarge",1,"c5d.24xlarge/1",4.608,0,64,0,0,32,0,0,128,0,0,0,32,64,75,2.56,0,0,0,0,77.56,75,86400,2.5,1,64,0.0992768,0.096,110.592,2.5,1,64,0.001,0.001,0.5,FALSE
"516","m5.24xlarge",1,"m5.24xlarge/1",4.608,0,64,0,0,32,0,0,128,0,0,0,32,64,75,2.56,0,0,0,0,77.56,75,86400,2.5,1,64,0.0992768,0.096,110.592,2.5,1,64,0.001,0.001,0.5,FALSE
"517","c5n.18xlarge",1,"c5n.18xlarge/1",3.888,0,64,0,0,32,0,0,128,0,0,0,32,64,100,2.56,0,0,0,0,102.56,100,86400,10,1,64,0.1107648,0.108,93.312,4,1,64,0.001,0.001,0.5,FALSE
"518","m5d.24xlarge",1,"m5d.24xlarge/1",5.424,0,64,0,0,32,0,0,128,0,0,0,32,64,75,2.56,0,0,0,0,77.56,75,86400,2.5,1,64,0.116857066666667,0.113,130.176,5,1,64,0.001,0.001,0.5,FALSE
"519","h1.16xlarge",1,"h1.16xlarge/1",3.744,0,64,0,0,32,0,0,128,0,0,0,32,64,112.5,2.56,0,0,0,0,115.06,112.5,86400,2.5,1,64,0.1196624,0.117,89.856,6,1,64,0.001,0.001,0.5,FALSE
"520","m5n.24xlarge",1,"m5n.24xlarge/1",5.712,0,64,0,0,32,0,0,128,0,0,0,32,64,75,2.56,0,0,0,0,77.56,75,86400,10,1,64,0.123061866666667,0.119,137.088,7,1,64,0.001,0.001,0.5,FALSE
"521","r5.24xlarge",1,"r5.24xlarge/1",6.048,0,64,0,0,32,0,0,128,0,0,0,32,64,75,2.56,0,0,0,0,77.56,75,86400,2.5,1,64,0.1303008,0.126,145.152,8,1,64,0.001,0.001,0.5,FALSE
"522","r4.16xlarge",1,"r4.16xlarge/1",4.256,0,64,0,0,32,0,0,128,0,0,0,32,64,112.5,2.56,0,0,0,0,115.06,112.5,86400,2.5,1,64,0.136026488888889,0.133,102.144,9,1,64,0.001,0.001,0.5,FALSE
"523","m5dn.24xlarge",1,"m5dn.24xlarge/1",6.528,0,64,0,0,32,0,0,128,0,0,0,32,64,75,2.56,0,0,0,0,77.56,75,86400,10,1,64,0.140642133333333,0.136,156.672,10,1,64,0.001,0.001,0.5,FALSE
"524","r5d.24xlarge",1,"r5d.24xlarge/1",6.912,0,64,0,0,32,0,0,128,0,0,0,32,64,75,2.56,0,0,0,0,77.56,75,86400,2.5,1,64,0.1489152,0.144,165.888,11,1,64,0.001,0.001,0.5,FALSE
"525","r5n.24xlarge",1,"r5n.24xlarge/1",7.152,0,64,0,0,32,0,0,128,0,0,0,32,64,75,2.56,0,0,0,0,77.56,75,86400,10,1,64,0.154085866666667,0.149,171.648,12,1,64,0.001,0.001,0.5,FALSE
"526","i3.16xlarge",1,"i3.16xlarge/1",4.992,0,64,0,0,32,0,0,128,0,0,0,32,64,112.5,2.56,0,0,0,0,115.06,112.5,86400,2.5,1,64,0.159549866666667,0.156,119.808,13,1,64,0.001,0.001,0.5,FALSE
"527","inf1.24xlarge",1,"inf1.24xlarge/1",7.615,0,64,0,0,32,0,0,128,0,0,0,32,64,75,2.56,0,0,0,0,77.56,75,86400,10,1,64,0.164060944444444,0.158645833333333,182.76,14,1,64,0.001,0.001,0.5,FALSE
"528","r5dn.24xlarge",1,"r5dn.24xlarge/1",8.016,0,64,0,0,32,0,0,128,0,0,0,32,64,75,2.56,0,0,0,0,77.56,75,86400,10,1,64,0.172700266666667,0.167,192.384,15,1,64,0.001,0.001,0.5,FALSE
"529","z1d.12xlarge",1,"z1d.12xlarge/1",4.464,0,64,0,0,32,0,0,128,0,0,0,32,64,150,2.56,0,0,0,0,152.56,150,86400,2.5,1,64,0.1891744,0.186,107.136,16,1,64,0.001,0.001,0.5,FALSE
"530","x1.32xlarge",1,"x1.32xlarge/1",13.338,0,64,0,0,32,0,0,128,0,0,0,32,64,56.25,2.56,0,0,0,0,58.81,56.25,86400,2.5,1,64,0.21789105,0.20840625,320.112,17,1,64,0.001,0.001,0.5,FALSE
"531","i3en.24xlarge",1,"i3en.24xlarge/1",10.848,0,64,0,0,32,0,0,128,0,0,0,32,64,75,2.56,0,0,0,0,77.56,75,86400,10,1,64,0.233714133333333,0.226,260.352,18,1,64,0.001,0.001,0.5,FALSE
"532","x1e.32xlarge",1,"x1e.32xlarge/1",26.688,0,64,0,0,32,0,0,128,0,0,0,32,64,56.25,2.56,0,0,0,0,58.81,56.25,86400,2.5,1,64,0.435978133333333,0.417,640.512,19,1,64,0.001,0.001,0.5,FALSE
"533","c5.24xlarge",1,"c5.24xlarge/1",4.08,0,64,0,0,38,0,0,140,0,0,0,38,64,75,2.8,0,0,0,0,77.8,75,86400,2.5,1,64,0.0881733333333333,0.085,97.92,1,1,64,0.001,0.001,0.6,FALSE
"534","c5d.24xlarge",1,"c5d.24xlarge/1",4.608,0,64,0,0,38,0,0,140,0,0,0,38,64,75,2.8,0,0,0,0,77.8,75,86400,2.5,1,64,0.099584,0.096,110.592,2.5,1,64,0.001,0.001,0.6,FALSE
"535","m5.24xlarge",1,"m5.24xlarge/1",4.608,0,64,0,0,38,0,0,140,0,0,0,38,64,75,2.8,0,0,0,0,77.8,75,86400,2.5,1,64,0.099584,0.096,110.592,2.5,1,64,0.001,0.001,0.6,FALSE
"536","c5n.18xlarge",1,"c5n.18xlarge/1",3.888,0,64,0,0,38,0,0,140,0,0,0,38,64,100,2.8,0,0,0,0,102.8,100,86400,10,1,64,0.111024,0.108,93.312,4,1,64,0.001,0.001,0.6,FALSE
"537","m5d.24xlarge",1,"m5d.24xlarge/1",5.424,0,64,0,0,38,0,0,140,0,0,0,38,64,75,2.8,0,0,0,0,77.8,75,86400,2.5,1,64,0.117218666666667,0.113,130.176,5,1,64,0.001,0.001,0.6,FALSE
"538","h1.16xlarge",1,"h1.16xlarge/1",3.744,0,64,0,0,38,0,0,140,0,0,0,38,64,112.5,2.8,0,0,0,0,115.3,112.5,86400,2.5,1,64,0.119912,0.117,89.856,6,1,64,0.001,0.001,0.6,FALSE
"539","m5n.24xlarge",1,"m5n.24xlarge/1",5.712,0,64,0,0,38,0,0,140,0,0,0,38,64,75,2.8,0,0,0,0,77.8,75,86400,10,1,64,0.123442666666667,0.119,137.088,7,1,64,0.001,0.001,0.6,FALSE
"540","r5.24xlarge",1,"r5.24xlarge/1",6.048,0,64,0,0,38,0,0,140,0,0,0,38,64,75,2.8,0,0,0,0,77.8,75,86400,2.5,1,64,0.130704,0.126,145.152,8,1,64,0.001,0.001,0.6,FALSE
"541","r4.16xlarge",1,"r4.16xlarge/1",4.256,0,64,0,0,38,0,0,140,0,0,0,38,64,112.5,2.8,0,0,0,0,115.3,112.5,86400,2.5,1,64,0.136310222222222,0.133,102.144,9,1,64,0.001,0.001,0.6,FALSE
"542","m5dn.24xlarge",1,"m5dn.24xlarge/1",6.528,0,64,0,0,38,0,0,140,0,0,0,38,64,75,2.8,0,0,0,0,77.8,75,86400,10,1,64,0.141077333333333,0.136,156.672,10,1,64,0.001,0.001,0.6,FALSE
"543","r5d.24xlarge",1,"r5d.24xlarge/1",6.912,0,64,0,0,38,0,0,140,0,0,0,38,64,75,2.8,0,0,0,0,77.8,75,86400,2.5,1,64,0.149376,0.144,165.888,11,1,64,0.001,0.001,0.6,FALSE
"544","r5n.24xlarge",1,"r5n.24xlarge/1",7.152,0,64,0,0,38,0,0,140,0,0,0,38,64,75,2.8,0,0,0,0,77.8,75,86400,10,1,64,0.154562666666667,0.149,171.648,12,1,64,0.001,0.001,0.6,FALSE
"545","i3.16xlarge",1,"i3.16xlarge/1",4.992,0,64,0,0,38,0,0,140,0,0,0,38,64,112.5,2.8,0,0,0,0,115.3,112.5,86400,2.5,1,64,0.159882666666667,0.156,119.808,13,1,64,0.001,0.001,0.6,FALSE
"546","inf1.24xlarge",1,"inf1.24xlarge/1",7.615,0,64,0,0,38,0,0,140,0,0,0,38,64,75,2.8,0,0,0,0,77.8,75,86400,10,1,64,0.164568611111111,0.158645833333333,182.76,14,1,64,0.001,0.001,0.6,FALSE
"547","r5dn.24xlarge",1,"r5dn.24xlarge/1",8.016,0,64,0,0,38,0,0,140,0,0,0,38,64,75,2.8,0,0,0,0,77.8,75,86400,10,1,64,0.173234666666667,0.167,192.384,15,1,64,0.001,0.001,0.6,FALSE
"548","z1d.12xlarge",1,"z1d.12xlarge/1",4.464,0,64,0,0,38,0,0,140,0,0,0,38,64,150,2.8,0,0,0,0,152.8,150,86400,2.5,1,64,0.189472,0.186,107.136,16,1,64,0.001,0.001,0.6,FALSE
"549","x1.32xlarge",1,"x1.32xlarge/1",13.338,0,64,0,0,38,0,0,140,0,0,0,38,64,56.25,2.8,0,0,0,0,59.05,56.25,86400,2.5,1,64,0.21878025,0.20840625,320.112,17,1,64,0.001,0.001,0.6,FALSE
"550","i3en.24xlarge",1,"i3en.24xlarge/1",10.848,0,64,0,0,38,0,0,140,0,0,0,38,64,75,2.8,0,0,0,0,77.8,75,86400,10,1,64,0.234437333333333,0.226,260.352,18,1,64,0.001,0.001,0.6,FALSE
"551","x1e.32xlarge",1,"x1e.32xlarge/1",26.688,0,64,0,0,38,0,0,140,0,0,0,38,64,56.25,2.8,0,0,0,0,59.05,56.25,86400,2.5,1,64,0.437757333333333,0.417,640.512,19,1,64,0.001,0.001,0.6,FALSE
"552","c5.24xlarge",1,"c5.24xlarge/1",4.08,0,64,0,0,45,0,0,154,0,0,0,45,64,75,3.08,0,0,0,0,78.08,75,86400,2.5,1,64,0.0884906666666667,0.085,97.92,1,1,64,0.001,0.001,0.7,FALSE
"553","c5d.24xlarge",1,"c5d.24xlarge/1",4.608,0,64,0,0,45,0,0,154,0,0,0,45,64,75,3.08,0,0,0,0,78.08,75,86400,2.5,1,64,0.0999424,0.096,110.592,2.5,1,64,0.001,0.001,0.7,FALSE
"554","m5.24xlarge",1,"m5.24xlarge/1",4.608,0,64,0,0,45,0,0,154,0,0,0,45,64,75,3.08,0,0,0,0,78.08,75,86400,2.5,1,64,0.0999424,0.096,110.592,2.5,1,64,0.001,0.001,0.7,FALSE
"555","c5n.18xlarge",1,"c5n.18xlarge/1",3.888,0,64,0,0,45,0,0,154,0,0,0,45,64,100,3.08,0,0,0,0,103.08,100,86400,10,1,64,0.1113264,0.108,93.312,4,1,64,0.001,0.001,0.7,FALSE
"556","m5d.24xlarge",1,"m5d.24xlarge/1",5.424,0,64,0,0,45,0,0,154,0,0,0,45,64,75,3.08,0,0,0,0,78.08,75,86400,2.5,1,64,0.117640533333333,0.113,130.176,5,1,64,0.001,0.001,0.7,FALSE
"557","h1.16xlarge",1,"h1.16xlarge/1",3.744,0,64,0,0,45,0,0,154,0,0,0,45,64,112.5,3.08,0,0,0,0,115.58,112.5,86400,2.5,1,64,0.1202032,0.117,89.856,6,1,64,0.001,0.001,0.7,FALSE
"558","m5n.24xlarge",1,"m5n.24xlarge/1",5.712,0,64,0,0,45,0,0,154,0,0,0,45,64,75,3.08,0,0,0,0,78.08,75,86400,10,1,64,0.123886933333333,0.119,137.088,7,1,64,0.001,0.001,0.7,FALSE
"559","r5.24xlarge",1,"r5.24xlarge/1",6.048,0,64,0,0,45,0,0,154,0,0,0,45,64,75,3.08,0,0,0,0,78.08,75,86400,2.5,1,64,0.1311744,0.126,145.152,8,1,64,0.001,0.001,0.7,FALSE
"560","r4.16xlarge",1,"r4.16xlarge/1",4.256,0,64,0,0,45,0,0,154,0,0,0,45,64,112.5,3.08,0,0,0,0,115.58,112.5,86400,2.5,1,64,0.136641244444444,0.133,102.144,9,1,64,0.001,0.001,0.7,FALSE
"561","m5dn.24xlarge",1,"m5dn.24xlarge/1",6.528,0,64,0,0,45,0,0,154,0,0,0,45,64,75,3.08,0,0,0,0,78.08,75,86400,10,1,64,0.141585066666667,0.136,156.672,10,1,64,0.001,0.001,0.7,FALSE
"562","r5d.24xlarge",1,"r5d.24xlarge/1",6.912,0,64,0,0,45,0,0,154,0,0,0,45,64,75,3.08,0,0,0,0,78.08,75,86400,2.5,1,64,0.1499136,0.144,165.888,11,1,64,0.001,0.001,0.7,FALSE
"563","r5n.24xlarge",1,"r5n.24xlarge/1",7.152,0,64,0,0,45,0,0,154,0,0,0,45,64,75,3.08,0,0,0,0,78.08,75,86400,10,1,64,0.155118933333333,0.149,171.648,12,1,64,0.001,0.001,0.7,FALSE
"564","i3.16xlarge",1,"i3.16xlarge/1",4.992,0,64,0,0,45,0,0,154,0,0,0,45,64,112.5,3.08,0,0,0,0,115.58,112.5,86400,2.5,1,64,0.160270933333333,0.156,119.808,13,1,64,0.001,0.001,0.7,FALSE
"565","inf1.24xlarge",1,"inf1.24xlarge/1",7.615,0,64,0,0,45,0,0,154,0,0,0,45,64,75,3.08,0,0,0,0,78.08,75,86400,10,1,64,0.165160888888889,0.158645833333333,182.76,14,1,64,0.001,0.001,0.7,FALSE
"566","r5dn.24xlarge",1,"r5dn.24xlarge/1",8.016,0,64,0,0,45,0,0,154,0,0,0,45,64,75,3.08,0,0,0,0,78.08,75,86400,10,1,64,0.173858133333333,0.167,192.384,15,1,64,0.001,0.001,0.7,FALSE
"567","z1d.12xlarge",1,"z1d.12xlarge/1",4.464,0,64,0,0,45,0,0,154,0,0,0,45,64,150,3.08,0,0,0,0,153.08,150,86400,2.5,1,64,0.1898192,0.186,107.136,16,1,64,0.001,0.001,0.7,FALSE
"568","x1.32xlarge",1,"x1.32xlarge/1",13.338,0,64,0,0,45,0,0,154,0,0,0,45,64,56.25,3.08,0,0,0,0,59.33,56.25,86400,2.5,1,64,0.21981765,0.20840625,320.112,17,1,64,0.001,0.001,0.7,FALSE
"569","i3en.24xlarge",1,"i3en.24xlarge/1",10.848,0,64,0,0,45,0,0,154,0,0,0,45,64,75,3.08,0,0,0,0,78.08,75,86400,10,1,64,0.235281066666667,0.226,260.352,18,1,64,0.001,0.001,0.7,FALSE
"570","x1e.32xlarge",1,"x1e.32xlarge/1",26.688,0,64,0,0,45,0,0,154,0,0,0,45,64,56.25,3.08,0,0,0,0,59.33,56.25,86400,2.5,1,64,0.439833066666667,0.417,640.512,19,1,64,0.001,0.001,0.7,FALSE
"571","c5.24xlarge",1,"c5.24xlarge/1",4.08,0,64,0,0,51,0,0,166,0,0,0,51,64,75,3.32,0,0,0,0,78.32,75,86400,2.5,1,64,0.0887626666666667,0.085,97.92,1,1,64,0.001,0.001,0.8,FALSE
"572","c5d.24xlarge",1,"c5d.24xlarge/1",4.608,0,64,0,0,51,0,0,166,0,0,0,51,64,75,3.32,0,0,0,0,78.32,75,86400,2.5,1,64,0.1002496,0.096,110.592,2.5,1,64,0.001,0.001,0.8,FALSE
"573","m5.24xlarge",1,"m5.24xlarge/1",4.608,0,64,0,0,51,0,0,166,0,0,0,51,64,75,3.32,0,0,0,0,78.32,75,86400,2.5,1,64,0.1002496,0.096,110.592,2.5,1,64,0.001,0.001,0.8,FALSE
"574","c5n.18xlarge",1,"c5n.18xlarge/1",3.888,0,64,0,0,51,0,0,166,0,0,0,51,64,100,3.32,0,0,0,0,103.32,100,86400,10,1,64,0.1115856,0.108,93.312,4,1,64,0.001,0.001,0.8,FALSE
"575","m5d.24xlarge",1,"m5d.24xlarge/1",5.424,0,64,0,0,51,0,0,166,0,0,0,51,64,75,3.32,0,0,0,0,78.32,75,86400,2.5,1,64,0.118002133333333,0.113,130.176,5,1,64,0.001,0.001,0.8,FALSE
"576","h1.16xlarge",1,"h1.16xlarge/1",3.744,0,64,0,0,51,0,0,166,0,0,0,51,64,112.5,3.32,0,0,0,0,115.82,112.5,86400,2.5,1,64,0.1204528,0.117,89.856,6,1,64,0.001,0.001,0.8,FALSE
"577","m5n.24xlarge",1,"m5n.24xlarge/1",5.712,0,64,0,0,51,0,0,166,0,0,0,51,64,75,3.32,0,0,0,0,78.32,75,86400,10,1,64,0.124267733333333,0.119,137.088,7,1,64,0.001,0.001,0.8,FALSE
"578","r5.24xlarge",1,"r5.24xlarge/1",6.048,0,64,0,0,51,0,0,166,0,0,0,51,64,75,3.32,0,0,0,0,78.32,75,86400,2.5,1,64,0.1315776,0.126,145.152,8,1,64,0.001,0.001,0.8,FALSE
"579","r4.16xlarge",1,"r4.16xlarge/1",4.256,0,64,0,0,51,0,0,166,0,0,0,51,64,112.5,3.32,0,0,0,0,115.82,112.5,86400,2.5,1,64,0.136924977777778,0.133,102.144,9,1,64,0.001,0.001,0.8,FALSE
"580","m5dn.24xlarge",1,"m5dn.24xlarge/1",6.528,0,64,0,0,51,0,0,166,0,0,0,51,64,75,3.32,0,0,0,0,78.32,75,86400,10,1,64,0.142020266666667,0.136,156.672,10,1,64,0.001,0.001,0.8,FALSE
"581","r5d.24xlarge",1,"r5d.24xlarge/1",6.912,0,64,0,0,51,0,0,166,0,0,0,51,64,75,3.32,0,0,0,0,78.32,75,86400,2.5,1,64,0.1503744,0.144,165.888,11,1,64,0.001,0.001,0.8,FALSE
"582","r5n.24xlarge",1,"r5n.24xlarge/1",7.152,0,64,0,0,51,0,0,166,0,0,0,51,64,75,3.32,0,0,0,0,78.32,75,86400,10,1,64,0.155595733333333,0.149,171.648,12,1,64,0.001,0.001,0.8,FALSE
"583","i3.16xlarge",1,"i3.16xlarge/1",4.992,0,64,0,0,51,0,0,166,0,0,0,51,64,112.5,3.32,0,0,0,0,115.82,112.5,86400,2.5,1,64,0.160603733333333,0.156,119.808,13,1,64,0.001,0.001,0.8,FALSE
"584","inf1.24xlarge",1,"inf1.24xlarge/1",7.615,0,64,0,0,51,0,0,166,0,0,0,51,64,75,3.32,0,0,0,0,78.32,75,86400,10,1,64,0.165668555555556,0.158645833333333,182.76,14,1,64,0.001,0.001,0.8,FALSE
"585","r5dn.24xlarge",1,"r5dn.24xlarge/1",8.016,0,64,0,0,51,0,0,166,0,0,0,51,64,75,3.32,0,0,0,0,78.32,75,86400,10,1,64,0.174392533333333,0.167,192.384,15,1,64,0.001,0.001,0.8,FALSE
"586","z1d.12xlarge",1,"z1d.12xlarge/1",4.464,0,64,0,0,51,0,0,166,0,0,0,51,64,150,3.32,0,0,0,0,153.32,150,86400,2.5,1,64,0.1901168,0.186,107.136,16,1,64,0.001,0.001,0.8,FALSE
"587","x1.32xlarge",1,"x1.32xlarge/1",13.338,0,64,0,0,51,0,0,166,0,0,0,51,64,56.25,3.32,0,0,0,0,59.57,56.25,86400,2.5,1,64,0.22070685,0.20840625,320.112,17,1,64,0.001,0.001,0.8,FALSE
"588","i3en.24xlarge",1,"i3en.24xlarge/1",10.848,0,64,0,0,51,0,0,166,0,0,0,51,64,75,3.32,0,0,0,0,78.32,75,86400,10,1,64,0.236004266666667,0.226,260.352,18,1,64,0.001,0.001,0.8,FALSE
"589","x1e.32xlarge",1,"x1e.32xlarge/1",26.688,0,64,0,0,51,0,0,166,0,0,0,51,64,56.25,3.32,0,0,0,0,59.57,56.25,86400,2.5,1,64,0.441612266666667,0.417,640.512,19,1,64,0.001,0.001,0.8,FALSE
"590","c5.24xlarge",1,"c5.24xlarge/1",4.08,0,64,0,0,58,0,0,180,0,0,0,58,64,75,3.6,0,0,0,0,78.6,75,86400,2.5,1,64,0.08908,0.085,97.92,1,1,64,0.001,0.001,0.9,FALSE
"591","c5d.24xlarge",1,"c5d.24xlarge/1",4.608,0,64,0,0,58,0,0,180,0,0,0,58,64,75,3.6,0,0,0,0,78.6,75,86400,2.5,1,64,0.100608,0.096,110.592,2.5,1,64,0.001,0.001,0.9,FALSE
"592","m5.24xlarge",1,"m5.24xlarge/1",4.608,0,64,0,0,58,0,0,180,0,0,0,58,64,75,3.6,0,0,0,0,78.6,75,86400,2.5,1,64,0.100608,0.096,110.592,2.5,1,64,0.001,0.001,0.9,FALSE
"593","c5n.18xlarge",1,"c5n.18xlarge/1",3.888,0,64,0,0,58,0,0,180,0,0,0,58,64,100,3.6,0,0,0,0,103.6,100,86400,10,1,64,0.111888,0.108,93.312,4,1,64,0.001,0.001,0.9,FALSE
"594","m5d.24xlarge",1,"m5d.24xlarge/1",5.424,0,64,0,0,58,0,0,180,0,0,0,58,64,75,3.6,0,0,0,0,78.6,75,86400,2.5,1,64,0.118424,0.113,130.176,5,1,64,0.001,0.001,0.9,FALSE
