instance.type,vCPU,memory,savings.over.ondemand,freq.text,region.name,region.id,freq.num
p3.16xlarge,64,488,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
i3.large,2,15.25,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
z1d.12xlarge,48,384,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
g3s.xlarge,4,30.5,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
g3.8xlarge,32,244,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
c5d.metal,96,192,73%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
g3.4xlarge,16,122,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
p2.8xlarge,32,488,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
x1e.4xlarge,16,488,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
x1.16xlarge,64,976,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
i3.4xlarge,16,122,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
i2.4xlarge,16,122,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
x1e.2xlarge,8,244,0%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
i2.8xlarge,32,244,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
z1d.metal,48,384,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
x1.32xlarge,128,1952,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
x1e.16xlarge,64,1952,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
d2.2xlarge,8,61,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
d2.xlarge,4,30.5,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
i3.8xlarge,32,244,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
i2.2xlarge,8,61,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
r5a.2xlarge,8,64,76%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
z1d.3xlarge,12,96,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
z1d.6xlarge,24,192,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
z1d.large,2,16,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
x1e.32xlarge,128,3904,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
z1d.2xlarge,8,64,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
g3.16xlarge,64,488,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
p2.xlarge,4,61,60%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
d2.4xlarge,16,122,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
x1e.8xlarge,32,976,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
i2.xlarge,4,30.5,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
i3.2xlarge,8,61,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
x1e.xlarge,4,122,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
i3.xlarge,4,30.5,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
z1d.xlarge,4,32,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
p3.2xlarge,8,61,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
d2.8xlarge,36,244,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
p3.8xlarge,32,244,70%,>20%,Asia Pacific (Seoul),ap-northeast-2,25
r5dn.2xlarge,8,64,0%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m5.24xlarge,96,384,73%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c5.2xlarge,8,16,68%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
r5dn.xlarge,4,32,0%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m5.8xlarge,32,128,73%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m4.10xlarge,40,160,75%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c4.xlarge,4,7.5,74%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
t2.medium,2,4,70%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
t3.large,2,8,70%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
t2.micro,1,1,70%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
t3.nano,2,0.5,70%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m5a.4xlarge,16,64,70%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
t3.xlarge,4,16,70%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
t2.large,2,8,70%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c5.9xlarge,36,72,68%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c3.2xlarge,8,15,79%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m5.large,2,8,73%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
r4.xlarge,4,30.5,80%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c5n.xlarge,4,10.5,72%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
t3.small,2,2,70%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m4.16xlarge,64,256,82%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
t2.small,1,2,70%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c5.xlarge,4,8,66%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c5.4xlarge,16,32,68%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
r3.2xlarge,8,61,84%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
t3.medium,2,4,70%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
r4.16xlarge,64,488,80%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c3.8xlarge,32,60,79%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m5d.2xlarge,8,32,77%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m5n.xlarge,4,16,72%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
t3a.nano,2,0.5,69%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
t3a.medium,2,4,70%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c5d.xlarge,4,8,72%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m4.large,2,8,75%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
t3a.micro,2,1,70%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
r3.xlarge,4,30.5,84%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m5n.4xlarge,16,64,75%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m5n.2xlarge,8,32,78%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
r3.8xlarge,32,244,84%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
t3a.small,2,2,70%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
t3.micro,2,1,70%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m3.2xlarge,8,30,85%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m5.2xlarge,8,32,71%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c5.large,2,4,68%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
t3a.large,2,8,70%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m4.2xlarge,8,32,75%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m3.medium,1,3.75,90%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c4.large,2,3.75,74%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
r4.2xlarge,8,61,79%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c5d.4xlarge,16,32,72%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c3.4xlarge,16,30,79%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c3.large,2,3.75,79%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
r3.large,2,15.25,84%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c4.2xlarge,8,15,74%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c5.18xlarge,72,144,68%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
r3.4xlarge,16,122,84%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m5.xlarge,4,16,73%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
r4.8xlarge,32,244,80%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m3.large,2,7.5,85%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
t2.2xlarge,8,32,70%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m4.4xlarge,16,64,75%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m3.xlarge,4,15,85%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m5d.xlarge,4,16,77%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
r4.large,2,15.25,80%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c3.xlarge,4,7.5,79%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m5.4xlarge,16,64,70%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c5.24xlarge,96,192,68%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c4.4xlarge,16,30,74%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
r4.4xlarge,16,122,78%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m5.12xlarge,48,192,73%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
c5d.9xlarge,36,72,72%,<5%,Asia Pacific (Singapore),ap-southeast-1,5
m5ad.2xlarge,8,32,75%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
m5d.large,2,8,77%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
i3en.2xlarge,8,64,70%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
c5.12xlarge,48,96,68%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
c5a.xlarge,4,8,65%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
r5dn.24xlarge,96,768,83%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
c5a.24xlarge,96,192,65%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
m5ad.8xlarge,32,128,75%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
i3en.3xlarge,12,96,70%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
t2.xlarge,4,16,70%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
c5a.12xlarge,48,96,65%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
m5dn.24xlarge,96,384,80%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
r5a.16xlarge,64,512,75%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
i3en.6xlarge,24,192,70%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
r5d.12xlarge,48,384,80%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
m5d.metal,96,384,85%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
r5ad.8xlarge,32,256,78%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
c5d.2xlarge,8,16,72%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
r5n.large,2,16,81%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
r5ad.4xlarge,16,128,78%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
r5d.8xlarge,32,256,80%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
r5ad.xlarge,4,32,78%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
m5.16xlarge,64,256,73%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
c5n.large,2,5.25,75%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
m5ad.xlarge,4,16,75%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
m5d.12xlarge,48,192,77%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
c5n.9xlarge,36,96,75%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
m5dn.xlarge,4,16,80%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
c5a.8xlarge,32,64,65%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
i3en.12xlarge,48,384,70%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
r5ad.16xlarge,64,512,78%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
m5ad.24xlarge,96,384,75%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
m5d.8xlarge,32,128,77%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
c5a.4xlarge,16,32,65%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
g4dn.8xlarge,32,128,70%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
r5dn.16xlarge,64,512,83%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
c5d.12xlarge,48,96,72%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
c5d.large,2,4,72%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
t3a.2xlarge,8,32,70%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
r5ad.12xlarge,48,384,78%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
a1.metal,16,32,73%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
c5n.18xlarge,72,192,75%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
r5n.8xlarge,32,256,81%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
r5n.12xlarge,48,384,81%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
r5dn.12xlarge,48,384,83%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
t3a.xlarge,4,16,70%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
m5n.8xlarge,32,128,78%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
m5d.4xlarge,16,64,77%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
r5n.4xlarge,16,128,81%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
c5d.24xlarge,96,192,72%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
i3en.xlarge,4,32,70%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
c5d.18xlarge,72,144,72%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
m5a.2xlarge,8,32,70%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
c5a.large,2,4,65%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
m5dn.large,2,8,80%,5-10%,Asia Pacific (Singapore),ap-southeast-1,10
r5d.16xlarge,64,512,80%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5n.16xlarge,64,512,81%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5.2xlarge,8,64,77%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5d.2xlarge,8,64,80%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
m5.metal,96,384,82%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5.8xlarge,32,256,75%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
m5a.12xlarge,48,192,70%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
m5d.16xlarge,64,256,77%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5d.large,2,16,80%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5d.metal,96,768,87%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
m5dn.8xlarge,32,128,80%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
i3en.large,2,16,70%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
c5a.16xlarge,64,128,65%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
m5ad.4xlarge,16,64,75%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
m5n.large,2,8,78%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5dn.8xlarge,32,256,83%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5a.24xlarge,96,768,75%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5dn.4xlarge,16,128,83%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
c5.metal,96,192,68%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
m4.xlarge,4,16,73%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
m5dn.12xlarge,48,192,80%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
i3en.24xlarge,96,768,70%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
c5n.4xlarge,16,42,75%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5n.2xlarge,8,64,81%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5ad.24xlarge,96,768,78%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
m5dn.16xlarge,64,256,80%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
m5dn.2xlarge,8,32,80%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5dn.large,2,16,83%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5.metal,96,768,85%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5n.24xlarge,96,768,81%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5d.4xlarge,16,128,80%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5ad.2xlarge,8,64,78%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5a.12xlarge,48,384,75%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
m5n.24xlarge,96,384,78%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
m5ad.large,2,8,75%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
m5a.16xlarge,64,256,70%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5d.24xlarge,96,768,80%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
m5d.24xlarge,96,384,77%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
g4dn.16xlarge,64,256,70%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
m5a.xlarge,4,16,70%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
m5n.16xlarge,64,256,78%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
t3.2xlarge,8,32,70%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
m5dn.4xlarge,16,64,80%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
r5ad.large,2,16,78%,10-15%,Asia Pacific (Singapore),ap-southeast-1,15
c5n.2xlarge,8,21,74%,15-20%,Asia Pacific (Singapore),ap-southeast-1,20
m5n.12xlarge,48,192,78%,15-20%,Asia Pacific (Singapore),ap-southeast-1,20
c5a.2xlarge,8,16,65%,15-20%,Asia Pacific (Singapore),ap-southeast-1,20
r5a.large,2,16,75%,15-20%,Asia Pacific (Singapore),ap-southeast-1,20
c4.8xlarge,36,60,74%,15-20%,Asia Pacific (Singapore),ap-southeast-1,20
r5.xlarge,4,32,75%,15-20%,Asia Pacific (Singapore),ap-southeast-1,20
m5a.24xlarge,96,384,70%,15-20%,Asia Pacific (Singapore),ap-southeast-1,20
r5d.xlarge,4,32,79%,15-20%,Asia Pacific (Singapore),ap-southeast-1,20
r5a.2xlarge,8,64,71%,15-20%,Asia Pacific (Singapore),ap-southeast-1,20
r5a.8xlarge,32,256,75%,15-20%,Asia Pacific (Singapore),ap-southeast-1,20
r5a.xlarge,4,32,74%,15-20%,Asia Pacific (Singapore),ap-southeast-1,20
r5a.4xlarge,16,128,75%,15-20%,Asia Pacific (Singapore),ap-southeast-1,20
m5ad.16xlarge,64,256,75%,15-20%,Asia Pacific (Singapore),ap-southeast-1,20
m5a.8xlarge,32,128,70%,15-20%,Asia Pacific (Singapore),ap-southeast-1,20
g4dn.12xlarge,48,192,70%,15-20%,Asia Pacific (Singapore),ap-southeast-1,20
g4dn.xlarge,4,16,70%,15-20%,Asia Pacific (Singapore),ap-southeast-1,20
r5.large,2,16,77%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
p3.16xlarge,64,488,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
g4dn.2xlarge,8,32,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
r5.12xlarge,48,384,77%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
i3.large,2,15.25,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
m1.small,1,1.7,90%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
z1d.12xlarge,48,384,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
p2.16xlarge,64,732,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
g3.8xlarge,32,244,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
r5.24xlarge,96,768,77%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
a1.2xlarge,8,16,73%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
a1.medium,1,2,72%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
c5d.metal,96,192,72%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
g3.4xlarge,16,122,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
p2.8xlarge,32,488,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
x1e.4xlarge,16,488,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
x1.16xlarge,64,976,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
i3.4xlarge,16,122,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
c5n.metal,72,192,67%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
i2.4xlarge,16,122,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
r5.16xlarge,64,512,77%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
m2.xlarge,2,17.1,90%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
x1e.2xlarge,8,244,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
i2.8xlarge,32,244,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
a1.large,2,4,73%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
z1d.metal,48,384,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
x1.32xlarge,128,1952,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
m5ad.12xlarge,48,192,75%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
x1e.16xlarge,64,1952,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
d2.2xlarge,8,61,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
g4dn.4xlarge,16,64,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
c1.xlarge,8,7,87%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
d2.xlarge,4,30.5,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
a1.xlarge,4,8,73%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
r5n.xlarge,4,32,81%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
i3.8xlarge,32,244,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
i2.2xlarge,8,61,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
m5a.large,2,8,69%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
z1d.3xlarge,12,96,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
m1.large,2,7.5,90%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
a1.4xlarge,16,32,73%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
m2.2xlarge,4,34.2,90%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
z1d.6xlarge,24,192,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
z1d.large,2,16,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
x1e.32xlarge,128,3904,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
z1d.2xlarge,8,64,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
g3.16xlarge,64,488,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
p2.xlarge,4,61,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
d2.4xlarge,16,122,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
x1e.8xlarge,32,976,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
m1.xlarge,4,15,90%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
i2.xlarge,4,30.5,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
t1.micro,1,0.61,90%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
i3.2xlarge,8,61,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
c1.medium,2,1.7,90%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
m1.medium,1,3.75,90%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
x1e.xlarge,4,122,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
i3.xlarge,4,30.5,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
z1d.xlarge,4,32,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
r5.4xlarge,16,128,74%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
p3.2xlarge,8,61,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
d2.8xlarge,36,244,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
p3.8xlarge,32,244,70%,>20%,Asia Pacific (Singapore),ap-southeast-1,25
m5ad.2xlarge,8,32,72%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
m5d.large,2,8,75%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
m5.24xlarge,96,384,70%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
c5.2xlarge,8,16,69%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
r5.large,2,16,75%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
r5.12xlarge,48,384,75%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
m4.10xlarge,40,160,72%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
c4.xlarge,4,7.5,75%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
r5.2xlarge,8,64,75%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
t2.medium,2,4,70%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
r5d.2xlarge,8,64,78%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
r5.8xlarge,32,256,75%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
t3.large,2,8,70%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
r5.24xlarge,96,768,75%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
t2.xlarge,4,16,70%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
t2.micro,1,1,70%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
r5a.large,2,16,72%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
t3.nano,2,0.5,70%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
t3.xlarge,4,16,70%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
c5n.metal,72,192,0%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
t2.large,2,8,70%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
c5.9xlarge,36,72,69%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
c3.2xlarge,8,15,76%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
m5.large,2,8,70%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
r4.xlarge,4,30.5,77%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
r5.16xlarge,64,512,75%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
c4.8xlarge,36,60,75%,<5%,Asia Pacific (Sydney),ap-southeast-2,5
