instance.type,vCPU,memory,savings.over.ondemand,freq.text,region.name,region.id,freq.num
c5n.2xlarge,8,21,73%,<5%,Europe (Frankfurt),eu-central-1,5
m5ad.2xlarge,8,32,72%,<5%,Europe (Frankfurt),eu-central-1,5
m5d.large,2,8,74%,<5%,Europe (Frankfurt),eu-central-1,5
m5.24xlarge,96,384,70%,<5%,Europe (Frankfurt),eu-central-1,5
r5n.16xlarge,64,512,80%,<5%,Europe (Frankfurt),eu-central-1,5
c5.2xlarge,8,16,65%,<5%,Europe (Frankfurt),eu-central-1,5
r5.large,2,16,76%,<5%,Europe (Frankfurt),eu-central-1,5
c5a.xlarge,4,8,62%,<5%,Europe (Frankfurt),eu-central-1,5
c6g.4xlarge,16,32,55%,<5%,Europe (Frankfurt),eu-central-1,5
m6g.2xlarge,8,32,60%,<5%,Europe (Frankfurt),eu-central-1,5
r6g.16xlarge,64,512,69%,<5%,Europe (Frankfurt),eu-central-1,5
r6g.large,2,16,69%,<5%,Europe (Frankfurt),eu-central-1,5
r5dn.xlarge,4,32,76%,<5%,Europe (Frankfurt),eu-central-1,5
m6g.12xlarge,48,192,60%,<5%,Europe (Frankfurt),eu-central-1,5
m5n.12xlarge,48,192,0%,<5%,Europe (Frankfurt),eu-central-1,5
m4.10xlarge,40,160,72%,<5%,Europe (Frankfurt),eu-central-1,5
r6g.xlarge,4,32,69%,<5%,Europe (Frankfurt),eu-central-1,5
c4.xlarge,4,7.5,72%,<5%,Europe (Frankfurt),eu-central-1,5
r5.2xlarge,8,64,73%,<5%,Europe (Frankfurt),eu-central-1,5
c5a.2xlarge,8,16,62%,<5%,Europe (Frankfurt),eu-central-1,5
t2.medium,2,4,70%,<5%,Europe (Frankfurt),eu-central-1,5
c6g.2xlarge,8,16,55%,<5%,Europe (Frankfurt),eu-central-1,5
r5.8xlarge,32,256,76%,<5%,Europe (Frankfurt),eu-central-1,5
t3.large,2,8,70%,<5%,Europe (Frankfurt),eu-central-1,5
r5.24xlarge,96,768,76%,<5%,Europe (Frankfurt),eu-central-1,5
c6g.8xlarge,32,64,55%,<5%,Europe (Frankfurt),eu-central-1,5
m6g.8xlarge,32,128,60%,<5%,Europe (Frankfurt),eu-central-1,5
c6g.large,2,4,55%,<5%,Europe (Frankfurt),eu-central-1,5
t2.xlarge,4,16,70%,<5%,Europe (Frankfurt),eu-central-1,5
r6g.2xlarge,8,64,69%,<5%,Europe (Frankfurt),eu-central-1,5
t2.micro,1,1,70%,<5%,Europe (Frankfurt),eu-central-1,5
t3.nano,2,0.5,70%,<5%,Europe (Frankfurt),eu-central-1,5
r6g.12xlarge,48,384,69%,<5%,Europe (Frankfurt),eu-central-1,5
t3.xlarge,4,16,70%,<5%,Europe (Frankfurt),eu-central-1,5
t2.large,2,8,70%,<5%,Europe (Frankfurt),eu-central-1,5
c5.9xlarge,36,72,66%,<5%,Europe (Frankfurt),eu-central-1,5
m5dn.8xlarge,32,128,0%,<5%,Europe (Frankfurt),eu-central-1,5
m6g.4xlarge,16,64,60%,<5%,Europe (Frankfurt),eu-central-1,5
m5.large,2,8,70%,<5%,Europe (Frankfurt),eu-central-1,5
r4.xlarge,4,30.5,78%,<5%,Europe (Frankfurt),eu-central-1,5
c5n.xlarge,4,10.5,73%,<5%,Europe (Frankfurt),eu-central-1,5
r6g.4xlarge,16,128,69%,<5%,Europe (Frankfurt),eu-central-1,5
m6g.large,2,8,60%,<5%,Europe (Frankfurt),eu-central-1,5
c6g.metal,64,128,-35%,<5%,Europe (Frankfurt),eu-central-1,5
c4.8xlarge,36,60,72%,<5%,Europe (Frankfurt),eu-central-1,5
c6g.12xlarge,48,96,55%,<5%,Europe (Frankfurt),eu-central-1,5
t3.small,2,2,70%,<5%,Europe (Frankfurt),eu-central-1,5
m4.16xlarge,64,256,77%,<5%,Europe (Frankfurt),eu-central-1,5
t2.small,1,2,70%,<5%,Europe (Frankfurt),eu-central-1,5
c5.xlarge,4,8,65%,<5%,Europe (Frankfurt),eu-central-1,5
r5ad.xlarge,4,32,77%,<5%,Europe (Frankfurt),eu-central-1,5
c5.4xlarge,16,32,65%,<5%,Europe (Frankfurt),eu-central-1,5
r5.xlarge,4,32,76%,<5%,Europe (Frankfurt),eu-central-1,5
r3.2xlarge,8,61,82%,<5%,Europe (Frankfurt),eu-central-1,5
c5n.large,2,5.25,73%,<5%,Europe (Frankfurt),eu-central-1,5
t3.medium,2,4,70%,<5%,Europe (Frankfurt),eu-central-1,5
r5dn.4xlarge,16,128,82%,<5%,Europe (Frankfurt),eu-central-1,5
r4.16xlarge,64,488,78%,<5%,Europe (Frankfurt),eu-central-1,5
c5n.9xlarge,36,96,70%,<5%,Europe (Frankfurt),eu-central-1,5
c3.8xlarge,32,60,77%,<5%,Europe (Frankfurt),eu-central-1,5
m5dn.xlarge,4,16,78%,<5%,Europe (Frankfurt),eu-central-1,5
r5d.xlarge,4,32,79%,<5%,Europe (Frankfurt),eu-central-1,5
c6g.16xlarge,64,128,55%,<5%,Europe (Frankfurt),eu-central-1,5
m4.xlarge,4,16,72%,<5%,Europe (Frankfurt),eu-central-1,5
m5n.xlarge,4,16,41%,<5%,Europe (Frankfurt),eu-central-1,5
c5n.4xlarge,16,42,73%,<5%,Europe (Frankfurt),eu-central-1,5
r5n.2xlarge,8,64,74%,<5%,Europe (Frankfurt),eu-central-1,5
t3a.nano,2,0.5,70%,<5%,Europe (Frankfurt),eu-central-1,5
t3a.medium,2,4,70%,<5%,Europe (Frankfurt),eu-central-1,5
c5d.xlarge,4,8,69%,<5%,Europe (Frankfurt),eu-central-1,5
m4.large,2,8,72%,<5%,Europe (Frankfurt),eu-central-1,5
c6g.medium,1,2,55%,<5%,Europe (Frankfurt),eu-central-1,5
t3a.micro,2,1,70%,<5%,Europe (Frankfurt),eu-central-1,5
m5n.2xlarge,8,32,73%,<5%,Europe (Frankfurt),eu-central-1,5
r3.8xlarge,32,244,83%,<5%,Europe (Frankfurt),eu-central-1,5
c5d.large,2,4,70%,<5%,Europe (Frankfurt),eu-central-1,5
t3a.small,2,2,70%,<5%,Europe (Frankfurt),eu-central-1,5
m5dn.2xlarge,8,32,50%,<5%,Europe (Frankfurt),eu-central-1,5
t3a.2xlarge,8,32,70%,<5%,Europe (Frankfurt),eu-central-1,5
t3.micro,2,1,70%,<5%,Europe (Frankfurt),eu-central-1,5
m3.2xlarge,8,30,80%,<5%,Europe (Frankfurt),eu-central-1,5
m5.2xlarge,8,32,70%,<5%,Europe (Frankfurt),eu-central-1,5
r5dn.large,2,16,59%,<5%,Europe (Frankfurt),eu-central-1,5
c5.large,2,4,66%,<5%,Europe (Frankfurt),eu-central-1,5
t3a.large,2,8,70%,<5%,Europe (Frankfurt),eu-central-1,5
m4.2xlarge,8,32,72%,<5%,Europe (Frankfurt),eu-central-1,5
m3.medium,1,3.75,90%,<5%,Europe (Frankfurt),eu-central-1,5
c4.large,2,3.75,72%,<5%,Europe (Frankfurt),eu-central-1,5
r4.2xlarge,8,61,78%,<5%,Europe (Frankfurt),eu-central-1,5
c5n.18xlarge,72,192,73%,<5%,Europe (Frankfurt),eu-central-1,5
r5n.12xlarge,48,384,80%,<5%,Europe (Frankfurt),eu-central-1,5
r5d.4xlarge,16,128,79%,<5%,Europe (Frankfurt),eu-central-1,5
c3.large,2,3.75,77%,<5%,Europe (Frankfurt),eu-central-1,5
r3.large,2,15.25,83%,<5%,Europe (Frankfurt),eu-central-1,5
c4.2xlarge,8,15,69%,<5%,Europe (Frankfurt),eu-central-1,5
c5.18xlarge,72,144,66%,<5%,Europe (Frankfurt),eu-central-1,5
m5n.24xlarge,96,384,48%,<5%,Europe (Frankfurt),eu-central-1,5
r6g.8xlarge,32,256,69%,<5%,Europe (Frankfurt),eu-central-1,5
m5ad.large,2,8,72%,<5%,Europe (Frankfurt),eu-central-1,5
m6g.medium,1,4,60%,<5%,Europe (Frankfurt),eu-central-1,5
t3a.xlarge,4,16,70%,<5%,Europe (Frankfurt),eu-central-1,5
m6g.metal,64,256,40%,<5%,Europe (Frankfurt),eu-central-1,5
r3.4xlarge,16,122,81%,<5%,Europe (Frankfurt),eu-central-1,5
m3.large,2,7.5,80%,<5%,Europe (Frankfurt),eu-central-1,5
t2.2xlarge,8,32,70%,<5%,Europe (Frankfurt),eu-central-1,5
m4.4xlarge,16,64,72%,<5%,Europe (Frankfurt),eu-central-1,5
r6g.medium,1,8,69%,<5%,Europe (Frankfurt),eu-central-1,5
c6g.xlarge,4,8,55%,<5%,Europe (Frankfurt),eu-central-1,5
m3.xlarge,4,15,80%,<5%,Europe (Frankfurt),eu-central-1,5
r4.large,2,15.25,78%,<5%,Europe (Frankfurt),eu-central-1,5
i3en.xlarge,4,32,70%,<5%,Europe (Frankfurt),eu-central-1,5
c3.xlarge,4,7.5,77%,<5%,Europe (Frankfurt),eu-central-1,5
t3.2xlarge,8,32,70%,<5%,Europe (Frankfurt),eu-central-1,5
m6g.xlarge,4,16,60%,<5%,Europe (Frankfurt),eu-central-1,5
r6g.metal,64,512,53%,<5%,Europe (Frankfurt),eu-central-1,5
m5.4xlarge,16,64,70%,<5%,Europe (Frankfurt),eu-central-1,5
c5.24xlarge,96,192,66%,<5%,Europe (Frankfurt),eu-central-1,5
m6g.16xlarge,64,256,60%,<5%,Europe (Frankfurt),eu-central-1,5
c4.4xlarge,16,30,72%,<5%,Europe (Frankfurt),eu-central-1,5
m5a.2xlarge,8,32,66%,<5%,Europe (Frankfurt),eu-central-1,5
m5.12xlarge,48,192,70%,<5%,Europe (Frankfurt),eu-central-1,5
r5.4xlarge,16,128,71%,<5%,Europe (Frankfurt),eu-central-1,5
r5d.16xlarge,64,512,79%,5-10%,Europe (Frankfurt),eu-central-1,10
r5.12xlarge,48,384,76%,5-10%,Europe (Frankfurt),eu-central-1,10
m5.8xlarge,32,128,70%,5-10%,Europe (Frankfurt),eu-central-1,10
r5d.2xlarge,8,64,78%,5-10%,Europe (Frankfurt),eu-central-1,10
m5.metal,96,384,80%,5-10%,Europe (Frankfurt),eu-central-1,10
m5d.16xlarge,64,256,74%,5-10%,Europe (Frankfurt),eu-central-1,10
i3en.3xlarge,12,96,70%,5-10%,Europe (Frankfurt),eu-central-1,10
m5a.4xlarge,16,64,67%,5-10%,Europe (Frankfurt),eu-central-1,10
i3en.6xlarge,24,192,70%,5-10%,Europe (Frankfurt),eu-central-1,10
i3en.metal,96,768,70%,5-10%,Europe (Frankfurt),eu-central-1,10
c3.2xlarge,8,15,77%,5-10%,Europe (Frankfurt),eu-central-1,10
r5d.12xlarge,48,384,79%,5-10%,Europe (Frankfurt),eu-central-1,10
r5.16xlarge,64,512,76%,5-10%,Europe (Frankfurt),eu-central-1,10
i3en.large,2,16,70%,5-10%,Europe (Frankfurt),eu-central-1,10
c5a.16xlarge,64,128,62%,5-10%,Europe (Frankfurt),eu-central-1,10
m5ad.4xlarge,16,64,72%,5-10%,Europe (Frankfurt),eu-central-1,10
r5d.8xlarge,32,256,79%,5-10%,Europe (Frankfurt),eu-central-1,10
m5ad.12xlarge,48,192,72%,5-10%,Europe (Frankfurt),eu-central-1,10
m5.16xlarge,64,256,70%,5-10%,Europe (Frankfurt),eu-central-1,10
r5a.24xlarge,96,768,73%,5-10%,Europe (Frankfurt),eu-central-1,10
m5d.2xlarge,8,32,74%,5-10%,Europe (Frankfurt),eu-central-1,10
m5a.large,2,8,66%,5-10%,Europe (Frankfurt),eu-central-1,10
r5a.2xlarge,8,64,68%,5-10%,Europe (Frankfurt),eu-central-1,10
i3en.24xlarge,96,768,70%,5-10%,Europe (Frankfurt),eu-central-1,10
r5ad.16xlarge,64,512,77%,5-10%,Europe (Frankfurt),eu-central-1,10
c5a.4xlarge,16,32,62%,5-10%,Europe (Frankfurt),eu-central-1,10
r5ad.24xlarge,96,768,77%,5-10%,Europe (Frankfurt),eu-central-1,10
r3.xlarge,4,30.5,83%,5-10%,Europe (Frankfurt),eu-central-1,10
r5dn.16xlarge,64,512,82%,5-10%,Europe (Frankfurt),eu-central-1,10
a1.metal,16,32,70%,5-10%,Europe (Frankfurt),eu-central-1,10
c3.4xlarge,16,30,77%,5-10%,Europe (Frankfurt),eu-central-1,10
r5n.8xlarge,32,256,80%,5-10%,Europe (Frankfurt),eu-central-1,10
r5ad.2xlarge,8,64,77%,5-10%,Europe (Frankfurt),eu-central-1,10
r5a.8xlarge,32,256,73%,5-10%,Europe (Frankfurt),eu-central-1,10
m5a.16xlarge,64,256,67%,5-10%,Europe (Frankfurt),eu-central-1,10
m5.xlarge,4,16,69%,5-10%,Europe (Frankfurt),eu-central-1,10
r4.8xlarge,32,244,78%,5-10%,Europe (Frankfurt),eu-central-1,10
r5n.4xlarge,16,128,80%,5-10%,Europe (Frankfurt),eu-central-1,10
g4dn.16xlarge,64,256,70%,5-10%,Europe (Frankfurt),eu-central-1,10
m5d.xlarge,4,16,74%,5-10%,Europe (Frankfurt),eu-central-1,10
c5d.24xlarge,96,192,70%,5-10%,Europe (Frankfurt),eu-central-1,10
m5a.8xlarge,32,128,67%,5-10%,Europe (Frankfurt),eu-central-1,10
r4.4xlarge,16,122,78%,5-10%,Europe (Frankfurt),eu-central-1,10
m5dn.4xlarge,16,64,79%,5-10%,Europe (Frankfurt),eu-central-1,10
c5a.large,2,4,62%,5-10%,Europe (Frankfurt),eu-central-1,10
i3en.2xlarge,8,64,70%,10-15%,Europe (Frankfurt),eu-central-1,15
c5.12xlarge,48,96,66%,10-15%,Europe (Frankfurt),eu-central-1,15
r5dn.24xlarge,96,768,82%,10-15%,Europe (Frankfurt),eu-central-1,15
m5a.12xlarge,48,192,67%,10-15%,Europe (Frankfurt),eu-central-1,15
c5a.24xlarge,96,192,62%,10-15%,Europe (Frankfurt),eu-central-1,15
c5a.12xlarge,48,96,62%,10-15%,Europe (Frankfurt),eu-central-1,15
m5dn.24xlarge,96,384,79%,10-15%,Europe (Frankfurt),eu-central-1,15
r5a.16xlarge,64,512,73%,10-15%,Europe (Frankfurt),eu-central-1,15
c5n.metal,72,192,64%,10-15%,Europe (Frankfurt),eu-central-1,15
m5d.metal,96,384,83%,10-15%,Europe (Frankfurt),eu-central-1,15
r5ad.8xlarge,32,256,77%,10-15%,Europe (Frankfurt),eu-central-1,15
r5n.large,2,16,79%,10-15%,Europe (Frankfurt),eu-central-1,15
r5ad.4xlarge,16,128,77%,10-15%,Europe (Frankfurt),eu-central-1,15
r5dn.8xlarge,32,256,82%,10-15%,Europe (Frankfurt),eu-central-1,15
m5a.24xlarge,96,384,67%,10-15%,Europe (Frankfurt),eu-central-1,15
c5.metal,96,192,66%,10-15%,Europe (Frankfurt),eu-central-1,15
c5a.8xlarge,32,64,62%,10-15%,Europe (Frankfurt),eu-central-1,15
i3en.12xlarge,48,384,70%,10-15%,Europe (Frankfurt),eu-central-1,15
m5d.8xlarge,32,128,74%,10-15%,Europe (Frankfurt),eu-central-1,15
g4dn.8xlarge,32,128,70%,10-15%,Europe (Frankfurt),eu-central-1,15
m5dn.16xlarge,64,256,79%,10-15%,Europe (Frankfurt),eu-central-1,15
r5ad.12xlarge,48,384,77%,10-15%,Europe (Frankfurt),eu-central-1,15
r5.metal,96,768,84%,10-15%,Europe (Frankfurt),eu-central-1,15
r5n.24xlarge,96,768,80%,10-15%,Europe (Frankfurt),eu-central-1,15
r5a.12xlarge,48,384,73%,10-15%,Europe (Frankfurt),eu-central-1,15
r5dn.12xlarge,48,384,82%,10-15%,Europe (Frankfurt),eu-central-1,15
r5a.4xlarge,16,128,73%,10-15%,Europe (Frankfurt),eu-central-1,15
m5ad.16xlarge,64,256,72%,10-15%,Europe (Frankfurt),eu-central-1,15
r5d.24xlarge,96,768,79%,10-15%,Europe (Frankfurt),eu-central-1,15
m5d.24xlarge,96,384,74%,10-15%,Europe (Frankfurt),eu-central-1,15
m5a.xlarge,4,16,66%,10-15%,Europe (Frankfurt),eu-central-1,15
r5ad.large,2,16,77%,10-15%,Europe (Frankfurt),eu-central-1,15
m5dn.large,2,8,78%,10-15%,Europe (Frankfurt),eu-central-1,15
r5dn.2xlarge,8,64,82%,15-20%,Europe (Frankfurt),eu-central-1,20
m5ad.8xlarge,32,128,72%,15-20%,Europe (Frankfurt),eu-central-1,20
c5d.metal,96,192,70%,15-20%,Europe (Frankfurt),eu-central-1,20
r5d.large,2,16,79%,15-20%,Europe (Frankfurt),eu-central-1,20
r5d.metal,96,768,86%,15-20%,Europe (Frankfurt),eu-central-1,20
g4dn.4xlarge,16,64,70%,15-20%,Europe (Frankfurt),eu-central-1,20
m5d.12xlarge,48,192,74%,15-20%,Europe (Frankfurt),eu-central-1,20
m5dn.12xlarge,48,192,79%,15-20%,Europe (Frankfurt),eu-central-1,20
m5ad.24xlarge,96,384,72%,15-20%,Europe (Frankfurt),eu-central-1,20
m5n.8xlarge,32,128,75%,15-20%,Europe (Frankfurt),eu-central-1,20
c5d.18xlarge,72,144,70%,15-20%,Europe (Frankfurt),eu-central-1,20
i3.metal,64,512,70%,>20%,Europe (Frankfurt),eu-central-1,25
g2.2xlarge,8,15,70%,>20%,Europe (Frankfurt),eu-central-1,25
p3.16xlarge,64,488,70%,>20%,Europe (Frankfurt),eu-central-1,25
g4dn.2xlarge,8,32,70%,>20%,Europe (Frankfurt),eu-central-1,25
i3.large,2,15.25,70%,>20%,Europe (Frankfurt),eu-central-1,25
z1d.12xlarge,48,384,70%,>20%,Europe (Frankfurt),eu-central-1,25
g3s.xlarge,4,30.5,70%,>20%,Europe (Frankfurt),eu-central-1,25
g3.8xlarge,32,244,70%,>20%,Europe (Frankfurt),eu-central-1,25
a1.2xlarge,8,16,70%,>20%,Europe (Frankfurt),eu-central-1,25
a1.medium,1,2,70%,>20%,Europe (Frankfurt),eu-central-1,25
g3.4xlarge,16,122,70%,>20%,Europe (Frankfurt),eu-central-1,25
p2.8xlarge,32,488,0%,>20%,Europe (Frankfurt),eu-central-1,25
x1e.4xlarge,16,488,70%,>20%,Europe (Frankfurt),eu-central-1,25
r5a.large,2,16,73%,>20%,Europe (Frankfurt),eu-central-1,25
x1.16xlarge,64,976,70%,>20%,Europe (Frankfurt),eu-central-1,25
i3.4xlarge,16,122,70%,>20%,Europe (Frankfurt),eu-central-1,25
i2.4xlarge,16,122,70%,>20%,Europe (Frankfurt),eu-central-1,25
x1e.2xlarge,8,244,70%,>20%,Europe (Frankfurt),eu-central-1,25
c5d.2xlarge,8,16,70%,>20%,Europe (Frankfurt),eu-central-1,25
i2.8xlarge,32,244,70%,>20%,Europe (Frankfurt),eu-central-1,25
a1.large,2,4,70%,>20%,Europe (Frankfurt),eu-central-1,25
z1d.metal,48,384,70%,>20%,Europe (Frankfurt),eu-central-1,25
x1.32xlarge,128,1952,70%,>20%,Europe (Frankfurt),eu-central-1,25
m5n.large,2,8,75%,>20%,Europe (Frankfurt),eu-central-1,25
x1e.16xlarge,64,1952,70%,>20%,Europe (Frankfurt),eu-central-1,25
d2.2xlarge,8,61,70%,>20%,Europe (Frankfurt),eu-central-1,25
m5ad.xlarge,4,16,72%,>20%,Europe (Frankfurt),eu-central-1,25
d2.xlarge,4,30.5,70%,>20%,Europe (Frankfurt),eu-central-1,25
a1.xlarge,4,8,70%,>20%,Europe (Frankfurt),eu-central-1,25
r5n.xlarge,4,32,80%,>20%,Europe (Frankfurt),eu-central-1,25
i3.8xlarge,32,244,70%,>20%,Europe (Frankfurt),eu-central-1,25
i2.2xlarge,8,61,70%,>20%,Europe (Frankfurt),eu-central-1,25
z1d.3xlarge,12,96,70%,>20%,Europe (Frankfurt),eu-central-1,25
a1.4xlarge,16,32,70%,>20%,Europe (Frankfurt),eu-central-1,25
z1d.6xlarge,24,192,70%,>20%,Europe (Frankfurt),eu-central-1,25
z1d.large,2,16,69%,>20%,Europe (Frankfurt),eu-central-1,25
m5n.4xlarge,16,64,75%,>20%,Europe (Frankfurt),eu-central-1,25
x1e.32xlarge,128,3904,70%,>20%,Europe (Frankfurt),eu-central-1,25
c5d.12xlarge,48,96,70%,>20%,Europe (Frankfurt),eu-central-1,25
z1d.2xlarge,8,64,70%,>20%,Europe (Frankfurt),eu-central-1,25
c5d.4xlarge,16,32,70%,>20%,Europe (Frankfurt),eu-central-1,25
p2.xlarge,4,61,70%,>20%,Europe (Frankfurt),eu-central-1,25
d2.4xlarge,16,122,70%,>20%,Europe (Frankfurt),eu-central-1,25
x1e.8xlarge,32,976,70%,>20%,Europe (Frankfurt),eu-central-1,25
r5a.xlarge,4,32,73%,>20%,Europe (Frankfurt),eu-central-1,25
i2.xlarge,4,30.5,70%,>20%,Europe (Frankfurt),eu-central-1,25
m5d.4xlarge,16,64,74%,>20%,Europe (Frankfurt),eu-central-1,25
i3.2xlarge,8,61,65%,>20%,Europe (Frankfurt),eu-central-1,25
i3.16xlarge,64,488,70%,>20%,Europe (Frankfurt),eu-central-1,25
g4dn.12xlarge,48,192,70%,>20%,Europe (Frankfurt),eu-central-1,25
m5n.16xlarge,64,256,75%,>20%,Europe (Frankfurt),eu-central-1,25
g4dn.xlarge,4,16,70%,>20%,Europe (Frankfurt),eu-central-1,25
x1e.xlarge,4,122,70%,>20%,Europe (Frankfurt),eu-central-1,25
i3.xlarge,4,30.5,70%,>20%,Europe (Frankfurt),eu-central-1,25
z1d.xlarge,4,32,70%,>20%,Europe (Frankfurt),eu-central-1,25
p3.2xlarge,8,61,70%,>20%,Europe (Frankfurt),eu-central-1,25
c5d.9xlarge,36,72,69%,>20%,Europe (Frankfurt),eu-central-1,25
d2.8xlarge,36,244,70%,>20%,Europe (Frankfurt),eu-central-1,25
p3.8xlarge,32,244,70%,>20%,Europe (Frankfurt),eu-central-1,25
m5d.large,2,8,82%,<5%,US East (Ohio),us-east-2,5
m5.24xlarge,96,384,79%,<5%,US East (Ohio),us-east-2,5
c5.2xlarge,8,16,76%,<5%,US East (Ohio),us-east-2,5
r5.large,2,16,83%,<5%,US East (Ohio),us-east-2,5
c5a.xlarge,4,8,74%,<5%,US East (Ohio),us-east-2,5
c6g.4xlarge,16,32,71%,<5%,US East (Ohio),us-east-2,5
m6g.2xlarge,8,32,73%,<5%,US East (Ohio),us-east-2,5
r6g.16xlarge,64,512,78%,<5%,US East (Ohio),us-east-2,5
g4dn.2xlarge,8,32,70%,<5%,US East (Ohio),us-east-2,5
r5.12xlarge,48,384,83%,<5%,US East (Ohio),us-east-2,5
r6g.large,2,16,0%,<5%,US East (Ohio),us-east-2,5
m6g.12xlarge,48,192,73%,<5%,US East (Ohio),us-east-2,5
r6g.xlarge,4,32,78%,<5%,US East (Ohio),us-east-2,5
c4.xlarge,4,7.5,82%,<5%,US East (Ohio),us-east-2,5
r5.2xlarge,8,64,83%,<5%,US East (Ohio),us-east-2,5
t2.medium,2,4,68%,<5%,US East (Ohio),us-east-2,5
r5d.2xlarge,8,64,82%,<5%,US East (Ohio),us-east-2,5
r5dn.24xlarge,96,768,87%,<5%,US East (Ohio),us-east-2,5
c6g.2xlarge,8,16,71%,<5%,US East (Ohio),us-east-2,5
r5.8xlarge,32,256,83%,<5%,US East (Ohio),us-east-2,5
t3.large,2,8,70%,<5%,US East (Ohio),us-east-2,5
r5.24xlarge,96,768,83%,<5%,US East (Ohio),us-east-2,5
c6g.8xlarge,32,64,71%,<5%,US East (Ohio),us-east-2,5
m6g.8xlarge,32,128,73%,<5%,US East (Ohio),us-east-2,5
c6g.large,2,4,0%,<5%,US East (Ohio),us-east-2,5
t2.xlarge,4,16,70%,<5%,US East (Ohio),us-east-2,5
r6g.2xlarge,8,64,78%,<5%,US East (Ohio),us-east-2,5
t2.micro,1,1,70%,<5%,US East (Ohio),us-east-2,5
r5d.large,2,16,85%,<5%,US East (Ohio),us-east-2,5
t3.nano,2,0.5,69%,<5%,US East (Ohio),us-east-2,5
r6g.12xlarge,48,384,78%,<5%,US East (Ohio),us-east-2,5
t3.xlarge,4,16,70%,<5%,US East (Ohio),us-east-2,5
r5d.12xlarge,48,384,85%,<5%,US East (Ohio),us-east-2,5
m6g.4xlarge,16,64,73%,<5%,US East (Ohio),us-east-2,5
r4.xlarge,4,30.5,84%,<5%,US East (Ohio),us-east-2,5
r5.16xlarge,64,512,83%,<5%,US East (Ohio),us-east-2,5
r6g.4xlarge,16,128,78%,<5%,US East (Ohio),us-east-2,5
m6g.large,2,8,0%,<5%,US East (Ohio),us-east-2,5
c5d.2xlarge,8,16,80%,<5%,US East (Ohio),us-east-2,5
c6g.12xlarge,48,96,71%,<5%,US East (Ohio),us-east-2,5
t3.small,2,2,70%,<5%,US East (Ohio),us-east-2,5
t2.small,1,2,70%,<5%,US East (Ohio),us-east-2,5
c5.xlarge,4,8,75%,<5%,US East (Ohio),us-east-2,5
r5d.8xlarge,32,256,85%,<5%,US East (Ohio),us-east-2,5
m5.16xlarge,64,256,79%,<5%,US East (Ohio),us-east-2,5
r5.xlarge,4,32,83%,<5%,US East (Ohio),us-east-2,5
g4dn.4xlarge,16,64,70%,<5%,US East (Ohio),us-east-2,5
r3.2xlarge,8,61,88%,<5%,US East (Ohio),us-east-2,5
c5n.large,2,5.25,82%,<5%,US East (Ohio),us-east-2,5
t3.medium,2,4,70%,<5%,US East (Ohio),us-east-2,5
r4.16xlarge,64,488,85%,<5%,US East (Ohio),us-east-2,5
r5d.xlarge,4,32,85%,<5%,US East (Ohio),us-east-2,5
c6g.16xlarge,64,128,71%,<5%,US East (Ohio),us-east-2,5
m4.xlarge,4,16,81%,<5%,US East (Ohio),us-east-2,5
t3a.nano,2,0.5,68%,<5%,US East (Ohio),us-east-2,5
t3a.medium,2,4,70%,<5%,US East (Ohio),us-east-2,5
c5d.xlarge,4,8,79%,<5%,US East (Ohio),us-east-2,5
m4.large,2,8,79%,<5%,US East (Ohio),us-east-2,5
c6g.medium,1,2,0%,<5%,US East (Ohio),us-east-2,5
t3a.micro,2,1,70%,<5%,US East (Ohio),us-east-2,5
r3.8xlarge,32,244,88%,<5%,US East (Ohio),us-east-2,5
c5d.large,2,4,80%,<5%,US East (Ohio),us-east-2,5
t3a.small,2,2,69%,<5%,US East (Ohio),us-east-2,5
m5dn.2xlarge,8,32,85%,<5%,US East (Ohio),us-east-2,5
t3.micro,2,1,70%,<5%,US East (Ohio),us-east-2,5
r5dn.large,2,16,0%,<5%,US East (Ohio),us-east-2,5
c5.large,2,4,77%,<5%,US East (Ohio),us-east-2,5
t3a.large,2,8,70%,<5%,US East (Ohio),us-east-2,5
a1.metal,16,32,81%,<5%,US East (Ohio),us-east-2,5
c4.large,2,3.75,82%,<5%,US East (Ohio),us-east-2,5
r4.2xlarge,8,61,85%,<5%,US East (Ohio),us-east-2,5
c5d.4xlarge,16,32,79%,<5%,US East (Ohio),us-east-2,5
r5n.12xlarge,48,384,86%,<5%,US East (Ohio),us-east-2,5
r3.large,2,15.25,89%,<5%,US East (Ohio),us-east-2,5
c5.18xlarge,72,144,72%,<5%,US East (Ohio),us-east-2,5
r6g.8xlarge,32,256,78%,<5%,US East (Ohio),us-east-2,5
m6g.medium,1,4,0%,<5%,US East (Ohio),us-east-2,5
t3a.xlarge,4,16,70%,<5%,US East (Ohio),us-east-2,5
m6g.metal,64,256,59%,<5%,US East (Ohio),us-east-2,5
r4.8xlarge,32,244,85%,<5%,US East (Ohio),us-east-2,5
t2.2xlarge,8,32,70%,<5%,US East (Ohio),us-east-2,5
r6g.medium,1,8,0%,<5%,US East (Ohio),us-east-2,5
c6g.xlarge,4,8,71%,<5%,US East (Ohio),us-east-2,5
r5d.24xlarge,96,768,85%,<5%,US East (Ohio),us-east-2,5
r4.large,2,15.25,85%,<5%,US East (Ohio),us-east-2,5
m5a.xlarge,4,16,75%,<5%,US East (Ohio),us-east-2,5
g4dn.xlarge,4,16,70%,<5%,US East (Ohio),us-east-2,5
