family, generation, instance_type, ECU, vCPU, physical_processor, clock_speed_ghz, pretty_name, memory, network_performance, FPGA, GPU, storage_devices, storage_ssd, storage_nvme_ssd, storage_size, pricing, entry
GPU instance,current,g4dn.4xlarge,0,16,Intel Xeon Family,2.5 GHz,G4DN Quadruple Extra Large,64,Up to 25 Gigabit,0,1,1,true,true,225,1.204,201
Compute optimized,current,c6i.metal,0,128,Intel Xeon 8375C (Ice Lake),3.5 GHz,C6I Metal,256,50 Gigabit,0,0,,,,,5.44,201
Memory optimized,previous,r3.4xlarge,52,16,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,R3 High-Memory Quadruple Extra Large,122,High,0,0,1,true,false,320,1.33,201
General purpose,current,m6gd.xlarge,0,4,AWS Graviton2 Processor,2.5 GHz,M6GD Extra Large,16,Up to 10 Gigabit,0,0,1,true,true,237,0.1808,201
Memory optimized,current,r7g.medium,0,1,AWS Graviton3 Processor,2.5 GHz,R7G Medium,8,Up to 12.5 Gigabit,0,0,,,,,0.0536,201
Storage optimized,current,i4g.4xlarge,0,16,AWS Graviton2 Processor,2.5 GHz,I4G Quadruple Extra Large,128,Up to 25 Gigabit,0,0,1,true,true,3750,1.23552,201
Storage optimized,current,i3.8xlarge,97,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,I3 High I/O Eight Extra Large,244,10 Gigabit,0,0,4,true,true,1900,2.496,201
General purpose,current,m5n.8xlarge,0,32,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,M5N Eight Extra Large,128,25 Gigabit,0,0,,,,,1.904,201
Compute optimized,current,c5ad.large,0,2,AMD EPYC 7R32,2.8 GHz,C5AD Large,4,Up to 10 Gigabit,0,0,1,true,true,75,0.086,201
GPU instance,current,p4de.24xlarge,345,96,Intel Xeon Platinum 8275L,3 GHz,P4DE 24xlarge,1152,400 Gigabit,0,8,8,true,true,1000,40.96575,201
Storage optimized,current,im4gn.4xlarge,0,16,AWS Graviton2 Processor,2.5 GHz,IM4GN Quadruple Extra Large,64,25 Gigabit,0,0,1,true,true,7500,1.45517,201
Storage optimized,current,im4gn.large,0,2,AWS Graviton2 Processor,2.5 GHz,IM4GN Large,8,Up to 25 Gigabit,0,0,1,true,true,937,0.1819,201
Memory optimized,current,r5d.12xlarge,168,48,Intel Xeon Platinum 8175,3.1 GHz,R5D 12xlarge,384,12 Gigabit,0,0,2,true,true,900,3.456,201
Storage optimized,current,i3.2xlarge,31,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,I3 High I/O Double Extra Large,61,Up to 10 Gigabit,0,0,1,true,true,1900,0.624,201
Compute optimized,current,c6g.medium,0,1,AWS Graviton2 Processor,2.5 GHz,C6G Medium,2,Up to 10 Gigabit,0,0,,,,,0.034,201
General purpose,current,t4g.medium,0,2,AWS Graviton2 Processor,2.5 GHz,T4G Medium,4,Up to 5 Gigabit,0,0,,,,,0.0336,201
Memory optimized,current,r6in.2xlarge,0,8,Intel Xeon 8375C (Ice Lake),3.5 GHz,R6IN Double Extra Large,64,Up to 40 Gigabit,0,0,,,,,0.69732,201
Compute optimized,current,c7g.4xlarge,0,16,AWS Graviton3 Processor,2.5 GHz,C7G Quadruple Extra Large,32,Up to 15 Gigabit,0,0,,,,,0.58,201
Compute optimized,current,c5ad.2xlarge,0,8,AMD EPYC 7R32,2.8 GHz,C5AD Double Extra Large,16,Up to 10 Gigabit,0,0,1,true,true,300,0.344,201
General purpose,current,m7i.4xlarge,0,16,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,M7I Quadruple Extra Large,64,Up to 12.5 Gigabit,0,0,,,,,0.8064,201
Compute optimized,current,hpc7g.4xlarge,0,16,AWS Graviton3 Processor,2.6 GHz,HPC7G Quadruple Extra Large,128,200 Gigabit,0,0,,,,,1.6832,201
Memory optimized,current,r7gd.xlarge,0,4,AWS Graviton3 Processor,2.5 GHz,R7GD Extra Large,32,Up to 12.5 Gigabit,0,0,1,true,true,237,0.2722,201
Compute optimized,current,c5a.large,0,2,AMD EPYC 7R32,2.8 GHz,C5A Large,4,Up to 10 Gigabit,0,0,,,,,0.077,201
Storage optimized,current,im4gn.xlarge,0,4,AWS Graviton2 Processor,2.5 GHz,IM4GN Extra Large,16,Up to 25 Gigabit,0,0,1,true,true,1875,0.36379,201
Memory optimized,current,x2gd.large,0,2,AWS Graviton2 Processor,2.5 GHz,X2GD Large,32,Up to 10 Gigabit,0,0,1,true,true,118,0.167,201
Memory optimized,current,r5dn.24xlarge,0,96,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,R5DN 24xlarge,768,100 Gigabit,0,0,4,true,true,900,8.016,201
Memory optimized,current,r7gd.2xlarge,0,8,AWS Graviton3 Processor,2.5 GHz,R7GD Double Extra Large,64,Up to 15 Gigabit,0,0,1,true,true,474,0.5443,201
Compute optimized,current,c7g.8xlarge,0,32,AWS Graviton3 Processor,2.5 GHz,C7G Eight Extra Large,64,15 Gigabit,0,0,,,,,1.16,201
Compute optimized,current,c6gn.4xlarge,0,16,AWS Graviton2 Processor,2.5 GHz,C6GN Quadruple Extra Large,32,25 Gigabit,0,0,,,,,0.6912,201
GPU instance,previous,g2.8xlarge,104,32,Intel Xeon E5-2670 (Sandy Bridge),2.6 GHz,G2 Eight Extra Large,60,High,0,4,2,true,false,120,2.6,201
GPU instance,current,g5.2xlarge,0,8,AMD EPYC 7R32,2.8 GHz,G5 Graphics and Machine Learning GPU Double Extra Large,32,Up to 10 Gigabit,0,1,1,true,true,450,1.212,201
Storage optimized,current,is4gen.medium,0,1,AWS Graviton2 Processor,2.5 GHz,IS4GEN Medium,6,Up to 25 Gigabit,0,0,1,true,true,937,0.14408,201
Machine Learning ASIC Instances,current,trn1n.32xlarge,0,128,Intel Xeon Scalable (Icelake),3.5 GHz,TRN1N 32xlarge,512,16x 100 Gigabit,0,16,4,true,true,1900,24.78,201
General purpose,current,m7g.12xlarge,0,48,AWS Graviton3 Processor,2.5 GHz,M7G 12xlarge,192,22.5 Gigabit,0,0,,,,,1.9584,201
Compute optimized,current,c6gd.4xlarge,0,16,AWS Graviton2 Processor,2.5 GHz,C6GD Quadruple Extra Large,32,Up to 10 Gigabit,0,0,1,true,true,950,0.6144,201
Compute optimized,current,c7g.12xlarge,0,48,AWS Graviton3 Processor,2.5 GHz,C7G 12xlarge,96,22.5 Gigabit,0,0,,,,,1.74,201
Memory optimized,previous,r3.8xlarge,104,32,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,R3 High-Memory Eight Extra Large,244,10 Gigabit,0,0,2,true,false,320,2.66,201
Memory optimized,current,r6g.4xlarge,0,16,AWS Graviton2 Processor,2.5 GHz,R6G Quadruple Extra Large,128,Up to 10 Gigabit,0,0,,,,,0.8064,201
General purpose,current,t3a.small,variable,2,AMD EPYC 7571,2.5 GHz,T3A Small,2,Up to 5 Gigabit,0,0,,,,,0.0188,201
General purpose,previous,m1.large,4,2,Intel Xeon Family,,M1 General Purpose Large,7.5,Moderate,0,0,2,false,false,420,0.175,201
General purpose,current,t3.small,variable,2,Intel Skylake E5 2686 v5,3.1 GHz,T3 Small,2,Up to 5 Gigabit,0,0,,,,,0.0208,201
Memory optimized,previous,m2.4xlarge,26,8,Intel Xeon Family,,M2 High Memory Quadruple Extra Large,68.4,High,0,0,2,false,false,840,0.98,201
General purpose,current,m7gd.12xlarge,0,48,AWS Graviton3 Processor,2.5 GHz,M7GD 12xlarge,192,22.5 Gigabit,0,0,2,true,true,1425,2.5628,201
GPU instance,current,g5g.16xlarge,0,64,AWS Graviton2 Processor,2.5 GHz,G5G 16xlarge,128,25 Gigabit,0,2,,,,,2.744,201
GPU instance,current,p3.8xlarge,97,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,P3 High Performance GPU Eight Extra Large,244,10 Gigabit,0,4,,,,,12.24,201
General purpose,current,m6gd.metal,0,64,AWS Graviton2 Processor,2.5 GHz,M6GD Metal,256,25 Gigabit,0,0,2,true,true,1900,2.8928,201
Compute optimized,current,c6id.xlarge,0,4,Intel Xeon 8375C (Ice Lake),3.5 GHz,C6ID Extra Large,8,Up to 12.5 Gigabit,0,0,1,true,true,237,0.2016,201
Memory optimized,previous,m2.xlarge,6.5,2,Intel Xeon Family,,M2 High Memory Extra Large,17.1,Moderate,0,0,1,false,false,420,0.245,201
Compute optimized,previous,c1.medium,5,2,Intel Xeon Family,,C1 High-CPU Medium,1.7,Moderate,0,0,1,false,false,350,0.13,201
Compute optimized,current,c6gn.medium,0,1,AWS Graviton2 Processor,2.5 GHz,C6GN Medium,2,Up to 16 Gigabit,0,0,,,,,0.0432,201
Compute optimized,current,c7gd.4xlarge,0,16,AWS Graviton3 Processor,2.5 GHz,C7GD Quadruple Extra Large,32,Up to 15 Gigabit,0,0,1,true,true,950,0.7258,201
Memory optimized,current,r6gd.metal,0,64,AWS Graviton2 Processor,2.5 GHz,R6GD Metal,512,25 Gigabit,0,0,2,true,true,1900,3.6864,201
General purpose,current,m6gd.8xlarge,0,32,AWS Graviton2 Processor,2.5 GHz,M6GD Eight Extra Large,128,12 Gigabit,0,0,1,true,true,1900,1.4464,201
Memory optimized,current,r6g.large,0,2,AWS Graviton2 Processor,2.5 GHz,R6G Large,16,Up to 10 Gigabit,0,0,,,,,0.1008,201
Compute optimized,current,c7gd.8xlarge,0,32,AWS Graviton3 Processor,2.5 GHz,C7GD Eight Extra Large,64,15 Gigabit,0,0,1,true,true,1900,1.4515,201
Storage optimized,current,is4gen.large,0,2,AWS Graviton2 Processor,2.5 GHz,IS4GEN Large,12,Up to 25 Gigabit,0,0,1,true,true,1875,0.28815,201
Compute optimized,previous,c1.xlarge,20,8,Intel Xeon Family,,C1 High-CPU Extra Large,7,High,0,0,4,false,false,420,0.52,201
Compute optimized,current,c5ad.12xlarge,0,48,AMD EPYC 7R32,2.8 GHz,C5AD 12xlarge,96,12 Gigabit,0,0,2,true,true,900,2.064,201
Compute optimized,current,c7g.medium,0,1,AWS Graviton3 Processor,2.5 GHz,C7G Medium,2,Up to 12.5 Gigabit,0,0,,,,,0.0363,201
General purpose,current,t3a.xlarge,variable,4,AMD EPYC 7571,2.5 GHz,T3A Extra Large,16,Up to 5 Gigabit,0,0,,,,,0.1504,201
Compute optimized,current,c7gd.12xlarge,0,48,AWS Graviton3 Processor,2.5 GHz,C7GD 12xlarge,96,22.5 Gigabit,0,0,2,true,true,1425,2.1773,201
Memory optimized,current,r5d.16xlarge,256,64,Intel Xeon Platinum 8175,3.1 GHz,R5D 16xlarge,512,20 Gigabit,0,0,4,true,true,600,4.608,201
Storage optimized,current,i4g.2xlarge,0,8,AWS Graviton2 Processor,2.5 GHz,I4G Double Extra Large,64,Up to 12 Gigabit,0,0,1,true,true,1875,0.61776,201
GPU instance,current,g5g.2xlarge,0,8,AWS Graviton2 Processor,2.5 GHz,G5G Double Extra Large,16,Up to 10 Gigabit,0,1,,,,,0.556,201
Memory optimized,current,r7g.12xlarge,0,48,AWS Graviton3 Processor,2.5 GHz,R7G 12xlarge,384,22.5 Gigabit,0,0,,,,,2.5704,201
General purpose,previous,a1.medium,0,1,AWS Graviton Processor,2.3 GHz,A1 Medium,2,Up to 10 Gigabit,0,0,,,,,0.0255,201
Memory optimized,previous,m2.2xlarge,13,4,Intel Xeon Family,,M2 High Memory Double Extra Large,34.2,Moderate,0,0,1,false,false,850,0.49,201
Memory optimized,current,x2gd.16xlarge,0,64,AWS Graviton2 Processor,2.5 GHz,X2GD 16xlarge,1024,25 Gigabit,0,0,2,true,true,1900,5.344,201
Memory optimized,current,r5ad.4xlarge,0,16,AMD EPYC 7571,2.5 GHz,R5AD Quadruple Extra Large,128,Up to 10 Gigabit,0,0,2,true,true,300,1.048,201
Compute optimized,current,c6g.large,0,2,AWS Graviton2 Processor,2.5 GHz,C6G Large,4,Up to 10 Gigabit,0,0,,,,,0.068,201
Memory optimized,current,r6g.xlarge,0,4,AWS Graviton2 Processor,2.5 GHz,R6G Extra Large,32,Up to 10 Gigabit,0,0,,,,,0.2016,201
Storage optimized,current,i4g.xlarge,0,4,AWS Graviton2 Processor,2.5 GHz,I4G Extra Large,32,Up to 10 Gigabit,0,0,1,true,true,937,0.30888,201
GPU instance,current,g5g.4xlarge,0,16,AWS Graviton2 Processor,2.5 GHz,G5G Quadruple Extra Large,32,Up to 10 Gigabit,0,1,,,,,0.828,201
General purpose,current,m7a.48xlarge,0,192,AMD EPYC 9R14 Processor,3.7 GHz,M7A 48xlarge,768,50 Gigabit,0,0,,,,,11.12832,201
Memory optimized,previous,cr1.8xlarge,88,32,Intel Xeon E5-2670,,High Memory Cluster Eight Extra Large,244,10 Gigabit,0,0,,,,,3.5,201
Memory optimized,current,r6gd.medium,0,1,AWS Graviton2 Processor,2.5 GHz,R6GD Medium,8,Up to 10 Gigabit,0,0,1,true,true,59,0.0576,201
General purpose,previous,a1.large,0,2,AWS Graviton Processor,2.3 GHz,A1 Large,4,Up to 10 Gigabit,0,0,,,,,0.051,201
Storage optimized,current,i4i.xlarge,0,4,Intel Xeon 8375C (Ice Lake),3.5 GHz,I4I Extra Large,32,Up to 10 Gigabit,0,0,1,true,true,937,0.343,201
Memory optimized,current,r7gd.16xlarge,0,64,AWS Graviton3 Processor,2.5 GHz,R7GD 16xlarge,512,30 Gigabit,0,0,2,true,true,1900,4.3546,201
General purpose,current,t3.nano,variable,2,Intel Skylake E5 2686 v5,3.1 GHz,T3 Nano,0.5,Up to 5 Gigabit,0,0,,,,,0.0052,201
Storage optimized,current,d3.xlarge,0,4,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,D3 Extra Large,32,Up to 15 Gigabit,0,0,3,false,true,1980,0.499,201
Compute optimized,current,c7gd.16xlarge,0,64,AWS Graviton3 Processor,2.5 GHz,C7GD 16xlarge,128,30 Gigabit,0,0,2,true,true,1900,2.903,201
General purpose,current,m7gd.xlarge,0,4,AWS Graviton3 Processor,2.5 GHz,M7GD Extra Large,16,Up to 12.5 Gigabit,0,0,1,true,true,237,0.2136,201
Compute optimized,current,c6gd.xlarge,0,4,AWS Graviton2 Processor,2.5 GHz,C6GD Extra Large,8,Up to 10 Gigabit,0,0,1,true,true,237,0.1536,201
GPU instance,current,g4dn.2xlarge,0,8,Intel Xeon Family,2.5 GHz,G4DN Double Extra Large,32,Up to 25 Gigabit,0,1,1,true,true,225,0.752,201
Compute optimized,current,c6g.8xlarge,0,32,AWS Graviton2 Processor,2.5 GHz,C6G Eight Extra Large,64,12 Gigabit,0,0,,,,,1.088,201
General purpose,current,m7g.4xlarge,0,16,AWS Graviton3 Processor,2.5 GHz,M7G Quadruple Extra Large,64,Up to 15 Gigabit,0,0,,,,,0.6528,201
Compute optimized,current,c6gn.16xlarge,0,64,AWS Graviton2 Processor,2.5 GHz,C6GN 16xlarge,128,100 Gigabit,0,0,,,,,2.7648,201
General purpose,current,t3a.micro,variable,2,AMD EPYC 7571,2.5 GHz,T3A Micro,1,Up to 5 Gigabit,0,0,,,,,0.0094,201
Memory optimized,current,r7gd.large,0,2,AWS Graviton3 Processor,2.5 GHz,R7GD Large,16,Up to 12.5 Gigabit,0,0,1,true,true,118,0.1361,201
General purpose,current,t3.micro,variable,2,Intel Skylake E5 2686 v5,3.1 GHz,T3 Micro,1,Up to 5 Gigabit,0,0,,,,,0.0104,201
Storage optimized,current,i4g.large,0,2,AWS Graviton2 Processor,2.5 GHz,I4G Large,16,Up to 10 Gigabit,0,0,1,true,true,468,0.15444,201
FPGA Instances,current,f1.16xlarge,201,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,F1 16xlarge,976,25 Gigabit,8,0,4,true,true,940,13.2,201
General purpose,current,m7g.medium,0,1,AWS Graviton3 Processor,2.5 GHz,M7G Medium,4,Up to 12.5 Gigabit,0,0,,,,,0.0408,201
Compute optimized,current,c7gd.medium,0,1,AWS Graviton3 Processor,2.5 GHz,C7GD Medium,2,Up to 12.5 Gigabit,0,0,1,true,true,59,0.0454,201
GPU instance,current,g5g.xlarge,0,4,AWS Graviton2 Processor,2.5 GHz,G5G Extra Large,8,Up to 10 Gigabit,0,1,,,,,0.42,201
Compute optimized,current,c7g.metal,0,64,AWS Graviton3 Processor,2.5 GHz,C7G Metal,128,30 Gigabit,0,0,,,,,2.32,201
GPU instance,current,p4d.24xlarge,345,96,Intel Xeon Platinum 8275L,3 GHz,P4D Highest Performance GPU 24xlarge,1152,4x 100 Gigabit,0,8,8,true,true,1000,32.7726,201
General purpose,current,m6g.12xlarge,0,48,AWS Graviton2 Processor,,M6G 12xlarge,192,20 Gigabit,0,0,,,,,1.848,201
General purpose,current,t3.large,variable,2,Intel Skylake E5 2686 v5,3.1 GHz,T3 Large,8,Up to 5 Gigabit,0,0,,,,,0.0832,201
Media Accelerator Instances,current,vt1.6xlarge,0,24,Intel Xeon Platinum 8259CL,2.5 GHz,VT1 6xlarge,48,6.25 Gigabit,0,0,,,,,1.3,201
Compute optimized,current,c6gn.large,0,2,AWS Graviton2 Processor,2.5 GHz,C6GN Large,4,Up to 25 Gigabit,0,0,,,,,0.0864,201
General purpose,current,m7g.metal,0,64,AWS Graviton3 Processor,2.5 GHz,M7G Metal,256,30 Gigabit,0,0,,,,,2.6112,201
Compute optimized,current,c7gn.xlarge,0,4,AWS Graviton3 Processor,2.6 GHz,C7GN Extra Large,8,Up to 40 Gigabit,0,0,,,,,0.2496,201
General purpose,current,t3a.large,variable,2,AMD EPYC 7571,2.5 GHz,T3A Large,8,Up to 5 Gigabit,0,0,,,,,0.0752,201
GPU instance,current,g4dn.12xlarge,0,48,Intel Xeon Family,2.5 GHz,G4DN 12xlarge,192,50 Gigabit,0,4,1,true,true,900,3.912,201
GPU instance,current,g5.48xlarge,0,192,AMD EPYC 7R32,2.8 GHz,G5 Graphics and Machine Learning GPU 48xlarge,768,100 Gigabit,0,8,2,true,true,3800,16.288,201
General purpose,previous,a1.4xlarge,0,16,AWS Graviton Processor,2.3 GHz,A1 Quadruple Extra Large,32,Up to 10 Gigabit,0,0,,,,,0.408,201
General purpose,current,t2.medium,variable,2,Intel Xeon Family,Up to 3.3 GHz,T2 Medium,4,Low to Moderate,0,0,,,,,0.0464,201
General purpose,current,t4g.2xlarge,0,8,AWS Graviton2 Processor,2.5 GHz,T4G Double Extra Large,32,Up to 5 Gigabit,0,0,,,,,0.2688,201
Machine Learning ASIC Instances,current,inf2.48xlarge,0,192,AMD EPYC 7R13 Processor,2.95 GHz,INF2 48xlarge,768,100 Gigabit,0,12,,,,,12.98127,201
GPU instance,current,g5g.8xlarge,0,32,AWS Graviton2 Processor,2.5 GHz,G5G Eight Extra Large,64,12 Gigabit,0,1,,,,,1.372,201
Machine Learning ASIC Instances,current,inf2.xlarge,0,4,AMD EPYC 7R13 Processor,2.95 GHz,INF2 Extra Large,16,Up to 15 Gigabit,0,1,,,,,0.7582,201
General purpose,current,t4g.nano,0,2,AWS Graviton2 Processor,2.5 GHz,T4G Nano,0.5,Up to 5 Gigabit,0,0,,,,,0.0042,201
Micro instances,previous,t1.micro,variable,1,Variable,,T1 Micro,0.613,Very Low,0,0,,,,,0.02,201
Memory optimized,current,r6gd.large,0,2,AWS Graviton2 Processor,2.5 GHz,R6GD Large,16,Up to 10 Gigabit,0,0,1,true,true,118,0.1152,201
General purpose,current,t4g.xlarge,0,4,AWS Graviton2 Processor,2.5 GHz,T4G Extra Large,16,Up to 5 Gigabit,0,0,,,,,0.1344,201
Storage optimized,current,is4gen.xlarge,0,4,AWS Graviton2 Processor,2.5 GHz,IS4GEN Extra Large,24,Up to 25 Gigabit,0,0,1,true,true,3750,0.5763,201
General purpose,current,t2.nano,variable,1,Intel Xeon Family,Up to 3.3 GHz,T2 Nano,0.5,Low to Moderate,0,0,,,,,0.0058,201
Compute optimized,current,c5d.2xlarge,39,8,Intel Xeon Platinum 8124M,3 GHz,C5 High-CPU Double Extra Large,16,Up to 10 Gigabit,0,0,1,true,true,200,0.384,202
Compute optimized,current,c5d.xlarge,20,4,Intel Xeon Platinum 8124M,3 GHz,C5 High-CPU Extra Large,8,Up to 10 Gigabit,0,0,1,true,true,100,0.192,202
General purpose,current,m6a.24xlarge,0,96,AMD EPYC 7R13 Processor,3.6 GHz,M6A 24xlarge,384,37.5 Gigabit,0,0,,,,,4.1472,202
Compute optimized,current,c7a.large,0,2,AMD EPYC 9R14 Processor,3.7 GHz,C7A Large,4,Up to 12.5 Gigabit,0,0,,,,,0.10264,202
General purpose,current,m5dn.xlarge,0,4,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,M5DN Extra Large,16,Up to 25 Gigabit,0,0,1,true,true,150,0.272,202
Compute optimized,current,c7a.xlarge,0,4,AMD EPYC 9R14 Processor,3.7 GHz,C7A Extra Large,8,Up to 12.5 Gigabit,0,0,,,,,0.20528,202
Compute optimized,current,c5.metal,375,96,Intel Xeon Platinum 8275L,3 GHz,C5 High-CPU Metal,192,25 Gigabit,0,0,,,,,4.08,202
Compute optimized,current,c6a.8xlarge,0,32,AMD EPYC 7R13 Processor,3.6 GHz,C6A Eight Extra Large,64,12.5 Gigabit,0,0,,,,,1.224,202
GPU instance,current,g5.16xlarge,0,64,AMD EPYC 7R32,2.8 GHz,G5 Graphics and Machine Learning GPU 16xlarge,256,25 Gigabit,0,1,1,true,true,1900,4.096,202
Storage optimized,current,d3en.12xlarge,0,48,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,D3EN 12xlarge,192,75 Gigabit,0,0,24,false,true,13980,6.30864,202
Storage optimized,current,d3en.8xlarge,0,32,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,D3EN Eight Extra Large,128,50 Gigabit,0,0,16,false,true,13980,4.20576,202
Memory optimized,current,r5ad.16xlarge,0,64,AMD EPYC 7571,2.5 GHz,R5AD 16xlarge,512,12 Gigabit,0,0,4,true,true,600,4.192,202
General purpose,current,m5a.2xlarge,0,8,AMD EPYC 7571,2.5 GHz,M5A Double Extra Large,32,Up to 10 Gigabit,0,0,,,,,0.344,202
General purpose,current,m5n.metal,0,96,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,M5N Metal,384,100 Gigabit,0,0,,,,,5.712,202
General purpose,current,m6id.2xlarge,0,8,Intel Xeon 8375C (Ice Lake),3.5 GHz,M6ID Double Extra Large,32,Up to 12.5 Gigabit,0,0,1,true,true,474,0.4746,202
Compute optimized,current,c6id.8xlarge,0,32,Intel Xeon 8375C (Ice Lake),3.5 GHz,C6ID Eight Extra Large,64,12.5 Gigabit,0,0,1,true,true,1900,1.6128,202
General purpose,current,m5ad.2xlarge,0,8,AMD EPYC 7571,2.5 GHz,M5AD Double Extra Large,32,Up to 10 Gigabit,0,0,1,true,true,300,0.412,202
General purpose,current,m6id.xlarge,0,4,Intel Xeon 8375C (Ice Lake),3.5 GHz,M6ID Extra Large,16,Up to 12.5 Gigabit,0,0,1,true,true,237,0.2373,202
Compute optimized,current,c6i.32xlarge,0,128,Intel Xeon 8375C (Ice Lake),3.5 GHz,C6I 32xlarge,256,50 Gigabit,0,0,,,,,5.44,202
Memory optimized,current,r5b.xlarge,0,4,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,R5B Extra Large,32,Up to 10 Gigabit,0,0,,,,,0.298,202
General purpose,current,m5d.large,10,2,Intel Xeon Platinum 8175,3.1 GHz,M5 General Purpose Large,8,Up to 10 Gigabit,0,0,1,true,true,75,0.113,202
Memory optimized,current,r5n.12xlarge,0,48,Intel Xeon Platinum 8259 (Cascade Lake),2.5 GHz,R5N 12xlarge,384,50 Gigabit,0,0,,,,,3.576,202
Storage optimized,previous,i2.2xlarge,27,8,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,I2 Double Extra Large,61,High,0,0,2,true,false,800,1.705,202
Compute optimized,current,c7i.16xlarge,0,64,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,C7I 16xlarge,128,25 Gigabit,0,0,,,,,2.856,202
General purpose,current,m7a.2xlarge,0,8,AMD EPYC 9R14 Processor,3.7 GHz,M7A Double Extra Large,32,Up to 12.5 Gigabit,0,0,,,,,0.46368,202
Compute optimized,current,c5.9xlarge,139,36,Intel Xeon Platinum 8124M,3 GHz,C5 High-CPU 9xlarge,72,12 Gigabit,0,0,,,,,1.53,202
Memory optimized,current,r5ad.xlarge,0,4,AMD EPYC 7571,2.5 GHz,R5AD Extra Large,32,Up to 10 Gigabit,0,0,1,true,true,150,0.262,202
Memory optimized,current,r5.metal,347,96,Intel Xeon Platinum 8175,3.1 GHz,R5 Metal,768,25 Gigabit,0,0,,,,,6.048,202
GPU instance,current,g3s.xlarge,13,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,G3S Extra Large,30.5,Up to 10 Gigabit,0,1,,,,,0.75,202
General purpose,current,m5.24xlarge,337,96,Intel Xeon Platinum 8175,3.1 GHz,M5 General Purpose 24xlarge,384,25 Gigabit,0,0,,,,,4.608,202
Memory optimized,current,r7i.2xlarge,0,8,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,R7I Double Extra Large,64,Up to 12.5 Gigabit,0,0,,,,,0.5292,202
General purpose,current,m5d.24xlarge,337,96,Intel Xeon Platinum 8175,3.1 GHz,M5 General Purpose 24xlarge,384,25 Gigabit,0,0,4,true,true,900,5.424,202
Memory optimized,current,r5n.xlarge,0,4,Intel Xeon Platinum 8259 (Cascade Lake),2.5 GHz,R5N Extra Large,32,Up to 25 Gigabit,0,0,,,,,0.298,202
Memory optimized,current,x2idn.32xlarge,0,128,Intel Xeon Scalable (Icelake),3.5 GHz,X2IDN 32xlarge,2048,100 Gigabit,0,0,2,true,true,1900,13.338,202
Memory optimized,current,r6a.12xlarge,0,48,AMD EPYC 7R13 Processor,3.6 GHz,R6A 12xlarge,384,18.75 Gigabit,0,0,,,,,2.7216,202
General purpose,current,m6i.32xlarge,0,128,Intel Xeon 8375C (Ice Lake),3.5 GHz,M6I 32xlarge,512,50 Gigabit,0,0,,,,,6.144,202
Storage optimized,current,i3en.12xlarge,168,48,Intel Xeon Platinum 8175,3.1 GHz,I3EN 12xlarge,384,50 Gigabit,0,0,4,true,true,7500,5.424,202
Storage optimized,current,i4i.large,0,2,Intel Xeon 8375C (Ice Lake),3.5 GHz,I4I Large,16,Up to 10 Gigabit,0,0,1,true,true,468,0.172,202
Storage optimized,current,i3en.metal,0,96,Intel Xeon Platinum 8175,3.1 GHz,I3EN Metal,768,100 Gigabit,0,0,8,true,true,7500,10.848,202
Memory optimized,current,r7a.2xlarge,0,8,AMD EPYC 9R14 Processor,3.7 GHz,R7A Double Extra Large,64,Up to 12.5 Gigabit,0,0,,,,,0.6086,202
General purpose,current,m5zn.3xlarge,0,12,Intel Xeon Platinum 8252,4.5 GHz,M5ZN 3xlarge,48,Up to 25 Gigabit,0,0,,,,,0.991,202
General purpose,current,m5d.12xlarge,168,48,Intel Xeon Platinum 8175,3.1 GHz,M5 General Purpose 12xlarge,192,12 Gigabit,0,0,2,true,true,900,2.712,202
General purpose,current,m5.4xlarge,70,16,Intel Xeon Platinum 8175,3.1 GHz,M5 General Purpose Quadruple Extra Large,64,Up to 10 Gigabit,0,0,,,,,0.768,202
General purpose,current,m7i.metal-24xl,0,96,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,M7I Metal-24xl,384,37.5 Gigabit,0,0,,,,,4.8384,202
Compute optimized,current,c5ad.xlarge,0,4,AMD EPYC 7R32,3.3 GHz,C5AD Extra Large,8,Up to 10 Gigabit,0,0,1,true,true,150,0.172,202
Memory optimized,current,u-9tb1.112xlarge,0,448,Intel Xeon Scalable (Skylake),,U-9TB1 112xlarge,9216,100 Gigabit,0,0,,,,,81.9,202
